Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
9:48.06,1,1,File Zita,88,DSC-SI,F,Budapest (HUN),2016.6.19
9:49.70,2,2,Wagner-Gyürkés Viktória,92,A-Plast Ikarus BSE,F,Budapest (HUN),2016.6.19
9:52.34,-,3,File Zita,88,DSC-SI,F,Debrecen (HUN),2016.6.04
9:58.82,-,4,Wagner-Gyürkés Viktória,92,A-Plast Ikarus BSE,F,Veszprém (HUN),2016.6.12
9:59.08,-,5,Wagner-Gyürkés Viktória,92,A-Plast Ikarus BSE,H2,Amsterdam (NED),2016.7.08
10:00.03,-,6,File Zita,88,DSC-SI,F,Luzern (SUI),2016.6.14
10:00.33,-,7,Wagner-Gyürkés Viktória,92,A-Plast Ikarus BSE,F,Praha (CZE),2016.6.06
10:00.80,-,8,File Zita,88,DSC-SI,F,Madrid (ESP),2016.6.23
10:04.17,3,9,Vindics-Tóth Lili,98,DOVASE,F,Bydgoszcz (POL),2016.7.22
10:05.75,-,10,File Zita,88,DSC-SI,F,Budapest (HUN),2016.9.03
10:09.64,4,11,Kószás Kriszta,94,Győri Atlétikai Club,F,Veszprém (HUN),2016.6.12
10:14.18,-,12,Vindics-Tóth Lili,98,DOVASE,H1,Bydgoszcz (POL),2016.7.19
10:15.69,-,13,Vindics-Tóth Lili,98,DOVASE,F,Budapest (HUN),2016.9.03
10:15.99,-,14,Wagner-Gyürkés Viktória,92,A-Plast Ikarus BSE,F,Székesfehérvár (HUN),2016.7.3
10:19.74,-,15,File Zita,88,DSC-SI,H1,Amsterdam (NED),2016.7.08
10:23.27,5,16,Somogyi Anett,96,VEDAC,F,Székesfehérvár (HUN),2016.7.3
10:27.62,-,17,Somogyi Anett,96,VEDAC,F,Veszprém (HUN),2016.6.12
10:27.84,-,18,File Zita,88,DSC-SI,F,Debrecen (HUN),2016.5.14
10:28.11,-,19,Kószás Kriszta,94,Győri Atlétikai Club,F,Budapest (HUN),2016.6.19
10:30.59,-,20,Kószás Kriszta,94,Győri Atlétikai Club,F,Szombathely (HUN),2016.6.25
10:32.78,-,21,Somogyi Anett,96,VEDAC,F,Debrecen (HUN),2016.6.04
10:32.93,-,22,Somogyi Anett,96,VEDAC,F,Maribor (SLO),2016.7.15
10:35.09,-,23,Vindics-Tóth Lili,98,DOVASE,F,Veszprém (HUN),2016.6.12
10:36.23,-,24,File Zita,88,DSC-SI,F,Székesfehérvár (HUN),2016.9.1
10:45.09,6,25,Pavuk Tíra,99,Békéscsabai AC,F,Budapest (HUN),2016.9.03
10:45.20,-,26,Somogyi Anett,96,VEDAC,F,Szombathely (HUN),2016.6.25
10:45.34,-,27,Kószás Kriszta,94,Győri Atlétikai Club,F,Székesfehérvár (HUN),2016.7.3
10:45.95,-,28,Somogyi Anett,96,VEDAC,F,Szekszárd (HUN),2016.5.14
10:52.80,-,29,Kószás Kriszta,94,Győri Atlétikai Club,F,Miskolc (HUN),2016.5.28
11:24.32,7,30,Gregor-Pap Csilla,92,TFSE,F,Miskolc (HUN),2016.5.28
11:27.14,8,31,Mógor Boglárka,99,UTE,F,Budapest (HUN),2016.9.03
11:38.85,9,32,Kocsis Kata,0,AC Bonyhád,F,Szekszárd (HUN),2016.5.14
11:40.22,-,33,Mógor Boglárka,99,UTE,F,Székesfehérvár (HUN),2016.9.1
11:54.04,10,34,Beke Zsanett,94,DOVASE,F,Szekszárd (HUN),2016.5.14
11:56.59,11,35,Molnár Zita,97,SZoESE,F,Maribor (SLO),2016.7.15
12:00.48,-,36,Molnár Zita,97,SZoESE,F,Miskolc (HUN),2016.7.01
12:02.29,12,37,Kozák Rebeka,97,Győri Atlétikai Club,F,Székesfehérvár (HUN),2016.7.3
12:03.62,-,38,Molnár Zita,97,SZoESE,F,Szombathely (HUN),2016.6.25
12:05.85,13,39,Purgai Evelyn,94,SZoESE,F,Szekszárd (HUN),2016.5.14
12:08.98,14,40,Bódi Zsófia,81,Dunakeszi VSE,F,Debrecen (HUN),2016.5.14
12:09.96,-,41,Kozák Rebeka,97,Győri Atlétikai Club,F,Miskolc (HUN),2016.7.01
12:10.57,-,42,Kozák Rebeka,97,Győri Atlétikai Club,F,Szombathely (HUN),2016.6.25
12:15.80,-,43,Beke Zsanett,94,DOVASE,F,Szombathely (HUN),2016.6.25
12:17.90,-,44,Kozák Rebeka,97,Győri Atlétikai Club,F,Budapest (HUN),2016.6.19
12:18.66,-,45,Kocsis Kata,0,AC Bonyhád,F,Székesfehérvár (HUN),2016.9.1
