Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
50.9,33,51,Bp. Honvéd SE U20,F,Budapest (HUN),2016.5.21
51.02,34,52,Egri SSE U16,F,Budapest (HUN),2016.5.21
51.06,-,53,KARC U16,H1,Budapest (HUN),2016.5.21
51.06,35,53,PSN Zrt. U14,H2,Budapest (HUN),2016.5.21
51.09,36,55,Psn Zrt U16,F1,Székesfehérvár (HUN),2016.9.1
51.32,37,56,TSC-Geotech U16,F,Budapest (HUN),2016.5.21
51.35,38,57,Szolnoki MÁV SE U20,F,Budapest (HUN),2016.5.21
51.4,39,58,Szolnoki SC-SI U18,H2,Budapest (HUN),2016.5.21
51.58,40,59,BO-KA,F2,Székesfehérvár (HUN),2016.9.1
51.59,-,60,TSC-Geotech U16,H1,Budapest (HUN),2016.5.21
51.61,41,61,Bp. Honvéd SE U23,F,Szombathely (HUN),2016.6.25
51.61,41,61,MVSI U16,F1,Székesfehérvár (HUN),2016.9.1
51.72,-,63,Egri SSE U16,H1,Budapest (HUN),2016.5.21
51.73,-,64,BO-KA,F,Szekszárd (HUN),2016.5.14
51.77,-,65,PSN Zrt. U14,F,Budapest (HUN),2016.5.21
51.94,43,66,Bp. Honvéd SE U18,F,Budapest (HUN),2016.5.21
51.94,-,66,Pannon Duo,F1,Székesfehérvár (HUN),2016.9.1
52.03,44,68,ARAK UP Akadémia U14,F,Budapest (HUN),2016.5.21
52.03,44,68,Vasas U16,F2,Székesfehérvár (HUN),2016.9.1
52.08,-,70,Szolnoki SC-SI U18,F,Budapest (HUN),2016.5.21
52.08,-,70,Szombathelyi SI U16,F1,Székesfehérvár (HUN),2016.9.1
52.09,46,72,ZALASZÁM-ZAC U16 A,F,Budapest (HUN),2016.5.21
52.1,-,73,PSN Zrt. U14,F,Zalaegerszeg (HUN),2016.6.11
52.23,-,74,ARAK UP Akadémia U14,H1,Budapest (HUN),2016.5.21
52.23,-,74,ZALASZÁM-ZAC U16 A,H1,Budapest (HUN),2016.5.21
52.38,-,76,Bp. Honvéd SE U18,H1,Budapest (HUN),2016.5.21
52.42,47,77,FTC,F,Debrecen (HUN),2016.5.14
52.48,48,78,Zalaszám-ZAC U23,F,Szombathely (HUN),2016.6.25
52.6,49,79,UTE U16,F2,Székesfehérvár (HUN),2016.9.1
52.71,50,80,SZIE,F,Miskolc (HUN),2016.5.28
53.04,51,81,HÓDIÁK U16,H1,Budapest (HUN),2016.5.21
53.05,52,82,FTC U14,F,Budapest (HUN),2016.5.21
53.06,53,83,Győri AC U16,F,Zalaegerszeg (HUN),2016.6.11
53.1,54,84,MTK Budapest U16,H2,Budapest (HUN),2016.5.21
53.2,55,85,Bp. Honvéd SE U16,H3,Budapest (HUN),2016.5.21
53.28,56,86,NYSC U16,H1,Budapest (HUN),2016.5.21
53.5,-,87,Egri SSE U16,F2,Székesfehérvár (HUN),2016.9.1
53.51,57,88,Szolnoki SC-SI U16,H2,Budapest (HUN),2016.5.21
53.55,58,89,Keszthelyi VDSE,F,Szekszárd (HUN),2016.5.14
53.58,59,90,Zalaszám-ZAC U16,F2,Székesfehérvár (HUN),2016.9.1
53.6,60,91,Szolnoki SC-SI U14,H2,Budapest (HUN),2016.5.21
53.62,-,92,MTK Budapest U16,F2,Székesfehérvár (HUN),2016.9.1
53.66,61,93,Dunamentiek,F2,Székesfehérvár (HUN),2016.9.1
53.74,-,94,Zalaszám-ZAC,F,Zalaegerszeg (HUN),2016.6.11
53.82,-,95,FTC U14,H1,Budapest (HUN),2016.5.21
54.02,-,96,Szolnoki SC-SI U14,F,Budapest (HUN),2016.5.21
54.04,62,97,Egri SSE U14,H1,Budapest (HUN),2016.5.21
54.1,63,98,FTC U16,F1,Székesfehérvár (HUN),2016.9.1
54.17,-,99,Egri SSE U14,F,Budapest (HUN),2016.5.21
54.67,64,100,Reménység Vác U16,F2,Székesfehérvár (HUN),2016.9.1
55.4,65,101,KSI SE U14,H1,Budapest (HUN),2016.5.21
55.43,66,102,ZALASZÁM-ZAC U16 B,H2,Budapest (HUN),2016.5.21
55.61,67,103,FTC U20,F,Budapest (HUN),2016.5.21
55.61,-,103,KSI SE U14,F,Budapest (HUN),2016.5.21
55.85,68,105,Ikarus BSE U14,H1,Budapest (HUN),2016.5.21
56.14,69,106,KSI SE U14 B,F,Budapest (HUN),2016.5.21
56.54,70,107,FTC U18,F,Budapest (HUN),2016.5.21
56.76,-,108,FTC U18,H1,Budapest (HUN),2016.5.21
56.83,-,109,KSI SE U14 B,H1,Budapest (HUN),2016.5.21
57.71,71,110,Szekszárd-Mohács,F,Szekszárd (HUN),2016.5.14
57.82,72,111,SZTE,F,Miskolc (HUN),2016.5.28
58.07,73,112,NYSC U14,H2,Budapest (HUN),2016.5.21
44.47,1,1,Hungary,F,Budapest (HUN),2017.6.03
44.73,-,2,Hungary,F,Debrecen (HUN),2017.5.2
44.81,-,3,Hungary,F1,Tel Aviv (ISR),2017.6.24
45.03,2,4,Hungary U23,F,Bydgoszcz (POL),2017.7.16
45.2,-,5,Hungary U23,H1,Bydgoszcz (POL),2017.7.16
45.55,3,6,Hungary U20,H2,Grosseto (ITA),2017.7.23
45.68,4,7,Bp. Honvéd SE,F,Székesfehérvár (HUN),2017.6.09
45.93,-,8,Bp. Honvéd SE,F,Székesfehérvár (HUN),2017.9.09
46.04,-,9,Bp. Honvéd SE,F2,Miskolc (HUN),2017.5.13
46.79,-,10,Hungary U20,F,Trnava (SVK),2017.7.06
46.96,5,11,UTE-MTK,F,Székesfehérvár (HUN),2017.9.09
47.31,6,12,Hungary U17,H3,Győr (HUN),2017.7.28
47.48,7,13,Zalaszám-ZAC,F,Székesfehérvár (HUN),2017.6.09
47.5,8,14,Bp. Honvéd SE U23,F,Budapest (HUN),2017.6.17
47.89,9,15,GEAC-Ikarus BSE,F,Székesfehérvár (HUN),2017.9.09
48.08,10,16,Pannon Duo,F,Székesfehérvár (HUN),2017.9.09
48.14,11,17,ARAK UP Akadémia U18,F,Budapest (HUN),2017.9.16
48.37,-,18,GEAC-Ikarus BSE,F2,Miskolc (HUN),2017.5.13
48.46,12,19,Miskolc Diósgyőri Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
48.53,13,20,VEDAC,F,Székesfehérvár (HUN),2017.6.09
48.72,14,21,Bakony-Balaton Team,F,Székesfehérvár (HUN),2017.9.09
48.79,15,22,Pannónia Príma,F1,Szekszárd (HUN),2017.5.13
48.79,-,22,ARAK UP Akadémia U18,H1,Budapest (HUN),2017.9.16
48.88,-,24,Pannon Duo,F1,Szekszárd (HUN),2017.5.13
49.17,16,25,DSC-SI U16,F2,Székesfehérvár (HUN),2017.9.09
49.35,-,26,UTE-MTK,F1,Szekszárd (HUN),2017.5.13
49.48,17,27,Hungary U16,F,Varazdin (CRO),2017.9.3
49.52,18,28,MVSI-Tiszaújvárosi SC,F2,Miskolc (HUN),2017.5.13
49.54,19,29,Budapest VI. ker. Kölcsey Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
49.89,20,30,Gödöllöi EAC U18,F,Budapest (HUN),2017.9.16
49.96,21,31,VEDAC U23,F,Budapest (HUN),2017.6.17
50.0,22,32,Heves Eötvös József Oktatási Központ,F1,Székesfehérvár (HUN),2017.5.27
50.13,23,33,VASAS-TFSE,F1,Szekszárd (HUN),2017.5.13
50.19,24,34,ARAK UP Akadémia U16,F,Budapest (HUN),2017.9.16
50.25,25,35,TE,F,Miskolc (HUN),2017.5.27
50.29,-,36,Gödöllöi EAC U18,H1,Budapest (HUN),2017.9.16
50.29,26,36,Vasas U18,F,Budapest (HUN),2017.9.16
50.39,27,38,Győr Bercsényi Miklós Középiskola,F1,Székesfehérvár (HUN),2017.5.27
50.51,28,39,Szombathely Nagy Lajos Gimn.,F2,Székesfehérvár (HUN),2017.5.27
50.51,28,39,Psn Zrt U16,F,Budapest (HUN),2017.9.16
50.55,30,41,Budaörsi SC U23,F,Budapest (HUN),2017.6.17
50.57,31,42,Zalaegerszeg Kölcsey Ferenc Gimnázium,F2,Székesfehérvár (HUN),2017.5.27
50.62,-,43,Pannónia Príma,F,Székesfehérvár (HUN),2017.9.09
50.87,32,44,ARAK UP Akadémia U14 A,F,Budapest (HUN),2017.9.16
50.92,-,45,ARAK UP Akadémia U16,F2,Székesfehérvár (HUN),2017.9.09
50.93,33,46,Budapest U18,F,Zagreb (CRO),2017.7.01
50.95,34,47,Békési DAC,F2,Miskolc (HUN),2017.5.13
50.96,35,48,UTE U20,F,Budapest (HUN),2017.9.16
50.99,-,49,Psn Zrt U16,H2,Budapest (HUN),2017.9.16
51.01,-,50,Vasas U18,H2,Budapest (HUN),2017.9.16
51.16,-,51,ARAK UP Akadémia U16,H1,Budapest (HUN),2017.9.16
51.18,36,52,FTC U18,F,Budapest (HUN),2017.9.16
51.32,37,53,Egri Sportiskola SE,F1,Miskolc (HUN),2017.5.13
51.34,38,54,SZIE,F,Miskolc (HUN),2017.5.27
51.43,-,55,Psn Zrt U16,F2,Székesfehérvár (HUN),2017.9.09
51.5,39,56,Ikarus BSE U20,F,Budapest (HUN),2017.9.16
51.54,40,57,Zalaszám-ZAC U18,F,Budapest (HUN),2017.9.16
51.56,-,58,ARAK UP Akadémia U14 A,H2,Budapest (HUN),2017.9.16
51.67,41,59,FTC A,F2,Miskolc (HUN),2017.5.13
51.68,-,60,Zalaszám-ZAC U18,H2,Budapest (HUN),2017.9.16
51.69,42,61,Budaörsi SC,F2,Szekszárd (HUN),2017.5.13
51.69,42,61,Pécs Mecsekaljai Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
51.75,-,63,FTC U18,H1,Budapest (HUN),2017.9.16
51.79,44,64,DOVASE U18,H1,Budapest (HUN),2017.9.16
51.96,45,65,UTE U16,F,Budapest (HUN),2017.9.16
52.05,46,66,Egri SSE U16,F,Budapest (HUN),2017.9.16
52.35,47,67,Szolnoki SC-SI U20,F,Budapest (HUN),2017.9.16
52.35,-,67,UTE U16,H2,Budapest (HUN),2017.9.16
52.4,48,69,Reménység Vác U16,F1,Székesfehérvár (HUN),2017.9.09
52.44,49,70,KARC U16,F2,Székesfehérvár (HUN),2017.9.09
52.49,-,71,Egri SSE U16,H1,Budapest (HUN),2017.9.16
52.63,50,72,DOVASE - Tamási AC,F2,Szekszárd (HUN),2017.5.13
52.64,51,73,Gödöllői EAC U16,F,Budapest (HUN),2017.9.16
52.88,52,74,Vasas U14,F,Budapest (HUN),2017.9.16
52.91,53,75,Keszthelyi VDSE U16,F,Budapest (HUN),2017.9.16
52.95,54,76,Bonyhád Petőfi Sándor Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
52.98,55,77,SZTE,F,Miskolc (HUN),2017.5.27
53.01,56,78,Zalaszám-ZAC U20,F,Budapest (HUN),2017.9.16
53.02,-,79,Vasas U14,H3,Budapest (HUN),2017.9.16
53.08,57,80,FTC B,F1,Miskolc (HUN),2017.5.13
53.09,58,81,Kazincbarcika Pollack Mihály Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
53.18,59,82,Szeged - Dugonics András Piarista Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
53.19,60,83,Zalaszám-ZAC U14,F,Budapest (HUN),2017.9.16
53.21,61,84,Szekszárd-Mohács,F2,Szekszárd (HUN),2017.5.13
53.29,62,85,Soproni AC U18,H2,Budapest (HUN),2017.9.16
53.32,63,86,Székesfehérvár Tóvárosi Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
53.34,64,87,Dunamentiek,F2,Miskolc (HUN),2017.5.13
53.43,65,88,SavArra,F1,Szekszárd (HUN),2017.5.13
53.46,-,89,Egri SSE U16,F1,Székesfehérvár (HUN),2017.9.09
53.53,-,90,Gödöllői EAC U16,H1,Budapest (HUN),2017.9.16
53.64,-,91,Keszthelyi VDSE U16,H1,Budapest (HUN),2017.9.16
53.71,-,92,Soproni AC U18,F,Budapest (HUN),2017.9.16
53.82,-,93,Zalaszám-ZAC U14,H3,Budapest (HUN),2017.9.16
53.84,66,94,Zalaszám-ZAC U16,F1,Székesfehérvár (HUN),2017.9.09
53.87,67,95,FTC U20,F,Budapest (HUN),2017.9.16
53.93,68,96,Nyíregyháza Vasvári Pál Gimnázium,F2,Székesfehérvár (HUN),2017.5.27
53.96,69,97,VEDAC U14,F,Budapest (HUN),2017.9.16
53.98,70,98,HÓDIÁK,F2,Miskolc (HUN),2017.5.13
54.14,-,99,VEDAC U14,H3,Budapest (HUN),2017.9.16
54.23,71,100,Szolnok Széchenyi Körúti Sportiskolai Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
54.37,-,101,Zalaszám-ZAC U16,H2,Budapest (HUN),2017.9.16
54.39,72,102,KARC U14,H1,Budapest (HUN),2017.9.16
54.49,73,103,Budapest Kazinczy Ferenc Értékközvetítõ és Képességfejlesztõ Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
54.54,74,104,Kecskeméti Széchenyivárosi Arany János Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
54.61,-,105,Zalaszám-ZAC U16,F,Budapest (HUN),2017.9.16
54.65,75,106,Debreceni Egyetem Kossuth Lajos Gyakorló Gimnáziuma,F2,Székesfehérvár (HUN),2017.5.27
54.66,76,107,BEAC,F,Székesfehérvár (HUN),2017.6.09
54.83,77,108,Mecsekalja,F2,Szekszárd (HUN),2017.5.13
54.9,78,109,ARAK UP Akadémia U14 B,F,Budapest (HUN),2017.9.16
54.99,-,110,Gödöllői EAC U16,F1,Székesfehérvár (HUN),2017.9.09
55.05,-,111,ARAK UP Akadémia U14 B,H1,Budapest (HUN),2017.9.16
55.1,-,112,FTC B,F,Székesfehérvár (HUN),2017.9.09
55.35,79,113,HÓDIÁK U14,H1,Budapest (HUN),2017.9.16
55.49,80,114,FTC U23,F,Budapest (HUN),2017.6.17
55.65,-,115,HÓDIÁK U14,F,Budapest (HUN),2017.9.16
55.93,81,116,Ikarus BSE U16,F2,Székesfehérvár (HUN),2017.9.09
56.0,82,117,"Eger Eszterházy Károly Egyetem Gyakorló Általános Közép- , Mûvészeti Iskola",F,Székesfehérvár (HUN),2017.5.25
56.07,83,118,Tiszaújvárosi SC U14,H3,Budapest (HUN),2017.9.16
56.08,84,119,FTC U14,H1,Budapest (HUN),2017.9.16
56.22,85,120,KSI SE U14,H1,Budapest (HUN),2017.9.16
56.42,86,121,SZVSE U16,F2,Székesfehérvár (HUN),2017.9.09
56.47,-,122,Tiszaújvárosi SC U14,F,Budapest (HUN),2017.9.16
56.59,87,123,NYSC U16,F,Budapest (HUN),2017.9.16
56.63,88,124,Ikarus BSE U14,H1,Budapest (HUN),2017.9.16
56.96,-,125,NYSC U16,H1,Budapest (HUN),2017.9.16
57.06,89,126,TSC-Geotech U14,H3,Budapest (HUN),2017.9.16
57.44,90,127,NYSC U14,H2,Budapest (HUN),2017.9.16
57.5,91,128,FTC U16,F2,Székesfehérvár (HUN),2017.9.09
57.54,92,129,Szombathelyi SI U16,F1,Székesfehérvár (HUN),2017.9.09
58.31,93,130,MAFC - III.ker. TVE,F2,Szekszárd (HUN),2017.5.13
58.48,94,131,Postás SE U14,H2,Budapest (HUN),2017.9.16
58.67,95,132,REAC SI U14,H2,Budapest (HUN),2017.9.16
44.03,1,1,női válogatott,F1,Genève (SUI),2018.6.09
44.15,-,2,női válogatott,H1,Berlin (GER),2018.8.12
44.28,-,3,női válogatott,F3,Oordegem (BEL),2018.5.26
44.74,2,4,"Válogatott ""A""",F1,Győr (HUN),2018.5.19
44.96,3,5,Válogatott,F1,Budapest (HUN),2018.6.02
45.73,4,6,"Bp. Honvéd SE ""A""",F2,Miskolc (HUN),2018.5.12
46.11,5,7,Bp. Honvéd SE,F1,Székesfehérvár (HUN),2018.6.22
46.43,6,8,Hungary U23,F,Kraków (POL),2018.7.08
46.63,7,9,"Váogatott ""B""",F1,Győr (HUN),2018.5.19
46.87,8,10,"BHSE ""A""",F1,Székesfehérvár (HUN),2018.9.08
46.9,9,11,Hungary U20,F,Vyskov (CZE),2018.6.16
47.06,10,12,ARAK UP Akadémia,F1,Székesfehérvár (HUN),2018.6.22
47.2,11,13,GEAC - IKARUS,F2,Miskolc (HUN),2018.5.12
47.51,-,14,GEAC - IKARUS,F1,Székesfehérvár (HUN),2018.9.08
47.66,12,15,MTK-UTE,F1,Székesfehérvár (HUN),2018.9.08
47.69,13,16,Szolnoki MÁV-SE,F1,Székesfehérvár (HUN),2018.6.22
47.89,14,17,DSC-SI - NYSC,F1,Székesfehérvár (HUN),2018.9.08
47.9,-,18,Szolnoki MÁV-SE,F2,Miskolc (HUN),2018.5.12
48.19,-,19,ARAK UP Akadémia,F1,Szekszárd (HUN),2018.9.15
48.2,15,20,UTE_MTK,F1,Zalaegerszeg (HUN),2018.5.12
48.24,16,21,"Pannon Duó ""A""",F1,Székesfehérvár (HUN),2018.9.08
48.36,17,22,"Pannon Duó ""B""",F2,Zalaegerszeg (HUN),2018.5.12
48.46,18,23,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2018.6.22
48.73,-,24,Szolnoki MÁV-SE,F2,Székesfehérvár (HUN),2018.9.08
48.77,19,25,HUN,F1,Győr (HUN),2018.9.29
48.83,20,26,SVSE,F1,Zalaegerszeg (HUN),2018.5.12
49.1,-,27,SVSE,F1,Székesfehérvár (HUN),2018.6.22
49.3,21,28,KARC,F1,Szekszárd (HUN),2018.9.15
49.34,22,29,Pannónia Príma,F2,Székesfehérvár (HUN),2018.9.08
49.41,23,30,MVSI,F2,Miskolc (HUN),2018.5.12
49.45,-,31,ARAK UP Akadémia,H1,Szekszárd (HUN),2018.9.15
49.51,24,32,Vasas L,F1,Szekszárd (HUN),2018.9.15
49.53,25,33,Psn Zrt,F1,Zalaegerszeg (HUN),2018.5.12
49.53,-,33,Psn Zrt,F1,Székesfehérvár (HUN),2018.6.22
49.69,-,35,ARAK UP Akadémia,F1,Szekszárd (HUN),2018.9.15
50.0,26,36,"Bp. Honvéd SE ""B""",F1,Miskolc (HUN),2018.5.12
50.06,27,37,GEAC,F1,Budapest (HUN),2018.7.27
50.09,28,38,Ikarus BSE,F1,Szekszárd (HUN),2018.9.15
50.13,29,39,Vasas B,F1,Szekszárd (HUN),2018.9.15
50.15,-,40,ARAK UP Akadémia,F1,Szekszárd (HUN),2018.9.15
50.21,-,41,Vasas L,H2,Szekszárd (HUN),2018.9.15
50.22,30,42,TFSE,F1,Miskolc (HUN),2018.6.09
50.25,31,43,Vasas 2,F1,Zalaegerszeg (HUN),2018.5.12
50.26,-,44,Pannónia Príma,F1,Zalaegerszeg (HUN),2018.5.12
50.37,32,45,DOVASE,F1,Szekszárd (HUN),2018.9.15
50.59,33,46,Vasas,F2,Zalaegerszeg (HUN),2018.5.12
50.63,34,47,Budapest,F,Budapest (HUN),2018.6.15
50.63,-,47,Vasas B,H2,Szekszárd (HUN),2018.9.15
50.72,-,49,Bp. Honvéd SE,F1,Miskolc (HUN),2018.6.09
50.77,-,50,Ikarus BSE,H1,Szekszárd (HUN),2018.9.15
50.81,35,51,"Pannon Duo ""A""",F1,Zalaegerszeg (HUN),2018.5.12
50.84,-,52,ARAK UP Akadémia,H1,Szekszárd (HUN),2018.9.15
50.86,36,53,Szolnoki SC-SI,F1,Szekszárd (HUN),2018.9.15
51.01,-,54,ZALASZÁM-ZAC,F1,Szekszárd (HUN),2018.9.15
51.06,-,55,Szolnoki SC-SI,H2,Szekszárd (HUN),2018.9.15
51.07,37,56,BHSE,F1,Szekszárd (HUN),2018.9.15
51.13,38,57,Egri Sportiskola SE,F1,Miskolc (HUN),2018.5.12
51.15,-,58,"Pannon Duó ""B""",F2,Székesfehérvár (HUN),2018.9.08
51.22,-,59,Psn Zrt,F1,Szekszárd (HUN),2018.9.15
51.23,-,60,Psn Zrt,H1,Szekszárd (HUN),2018.9.15
51.27,-,61,ZALASZÁM-ZAC,H2,Szekszárd (HUN),2018.9.15
51.28,-,62,DOVASE,H1,Szekszárd (HUN),2018.9.15
51.42,-,63,Psn Zrt,F1,Székesfehérvár (HUN),2018.9.08
51.59,-,64,TFSE,F2,Miskolc (HUN),2018.5.12
51.74,39,65,Dunamentiek,F1,Székesfehérvár (HUN),2018.9.08
51.89,40,66,"FTC ""A""",F1,Székesfehérvár (HUN),2018.9.08
52.01,41,67,FTC,F1,Zalaegerszeg (HUN),2018.5.12
52.01,-,67,BHSE,H1,Szekszárd (HUN),2018.9.15
52.04,-,69,ZALASZÁM-ZAC,H2,Szekszárd (HUN),2018.9.15
52.08,42,70,TSC-Geotech,F1,Szekszárd (HUN),2018.9.15
52.14,-,71,Vasas,F1,Szekszárd (HUN),2018.9.15
52.15,43,72,Favorit AC,F2,Zalaegerszeg (HUN),2018.5.12
52.19,-,73,ARAK UP Akadémia,F1,Székesfehérvár (HUN),2018.9.08
52.29,-,74,ZALASZÁM-ZAC,F1,Szekszárd (HUN),2018.9.15
52.33,44,75,SZoESE,F2,Zalaegerszeg (HUN),2018.5.12
52.47,45,76,Haladás VSE,F1,Miskolc (HUN),2018.6.09
52.67,-,77,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2018.9.08
52.72,46,78,Békési DAC,F2,Miskolc (HUN),2018.5.12
52.74,-,79,Egri Sportiskola SE,F1,Szekszárd (HUN),2018.9.15
52.77,-,80,Dunamentiek,F2,Miskolc (HUN),2018.5.12
52.78,-,81,Vasas,H2,Szekszárd (HUN),2018.9.15
52.85,47,82,Csepeli DAC,F1,Szekszárd (HUN),2018.9.15
52.86,-,83,Szolnoki SC-SI,F1,Székesfehérvár (HUN),2018.9.08
53.03,-,84,ARAK UP Akadémia,F1,Szekszárd (HUN),2018.9.15
53.06,-,85,FTC,F1,Székesfehérvár (HUN),2018.9.08
53.31,-,86,Egri Sportiskola SE,F1,Szekszárd (HUN),2018.9.15
53.33,-,87,Vasas,F2,Székesfehérvár (HUN),2018.9.08
53.34,-,88,Csepeli DAC,F2,Székesfehérvár (HUN),2018.9.08
53.43,-,89,Csepeli DAC,H1,Szekszárd (HUN),2018.9.15
53.83,-,90,Egri Sportiskola SE,H1,Szekszárd (HUN),2018.9.15
54.01,48,91,"FTC ""B""",F2,Székesfehérvár (HUN),2018.9.08
54.01,48,91,Szombathelyi SI,F1,Szekszárd (HUN),2018.9.15
54.03,-,93,FTC,H1,Szekszárd (HUN),2018.9.15
54.05,50,94,Reménység Vác,F3,Székesfehérvár (HUN),2018.9.08
54.11,-,95,ARAK UP Akadémia,H1,Szekszárd (HUN),2018.9.15
54.15,-,96,Ikarus BSE,F1,Szekszárd (HUN),2018.9.15
54.23,-,97,Ikarus BSE,H1,Szekszárd (HUN),2018.9.15
54.37,51,98,UTE,F1,Szekszárd (HUN),2018.9.15
54.41,52,99,Szekszárdi Sportközpont Nkft.,H2,Szekszárd (HUN),2018.9.15
54.56,-,100,Szombathelyi SI,H2,Szekszárd (HUN),2018.9.15
54.58,-,101,Szombathelyi SI,F3,Székesfehérvár (HUN),2018.9.08
54.59,-,102,Szekszárdi Sportközpont Nkft.,F2,Székesfehérvár (HUN),2018.9.08
54.59,-,102,FTC,F1,Szekszárd (HUN),2018.9.15
54.83,-,104,UTE,H2,Szekszárd (HUN),2018.9.15
54.92,-,105,Szombathelyi SI,H2,Szekszárd (HUN),2018.9.15
54.94,53,106,Békéscsabai AC,F1,Székesfehérvár (HUN),2018.9.08
54.99,54,107,HÓDIÁK SE,F2,Miskolc (HUN),2018.5.12
54.99,54,107,Keszthely VDSE,F2,Zalaegerszeg (HUN),2018.5.12
55.01,-,109,Szolnoki SC-SI,H2,Szekszárd (HUN),2018.9.15
55.06,-,110,Szekszárdi Sportközpont Nkft.,F1,Szekszárd (HUN),2018.9.15
55.22,56,111,NYSC,F3,Székesfehérvár (HUN),2018.9.08
55.33,-,112,SVSE,F2,Zalaegerszeg (HUN),2018.5.12
55.34,-,113,ZALASZÁM-ZAC,H2,Szekszárd (HUN),2018.9.15
55.36,57,114,KSI SE,F1,Szekszárd (HUN),2018.9.15
