Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
14:06.89,1,1,Matkó Csaba,93,UTE,F1,Walnut (USA),2016.4.15
14:28.09,2,2,Gregor László,92,Békéscsabai AC,F,Veszprém (HUN),2016.6.12
14:28.4h,-,3,Gregor László,92,Békéscsabai AC,F,Debrecen (HUN),2016.5.15
14:32.5h,3,4,Juhász Balázs,96,DSC-SI,F,Debrecen (HUN),2016.5.15
14:36.84,-,5,Gregor László,92,Békéscsabai AC,F,Budapest (HUN),2016.9.04
14:37.1h,4,6,Józsa Gábor,83,MAC,F,Debrecen (HUN),2016.5.15
14:38.08,5,7,Kovács Benjámin,95,UTE,F,Székesfehérvár (HUN),2016.9.11
14:38.48,6,8,Szögi István,95,VEDAC,F,Székesfehérvár (HUN),2016.9.11
14:38.71,7,9,Farkas Dárius,91,BEAC,F,Budapest (HUN),2016.9.04
14:40.13,-,10,Szögi István,95,VEDAC,F,Budapest (HUN),2016.9.04
14:40.40,-,11,Kovács Benjámin,95,UTE,F,Szombathely (HUN),2016.6.26
14:40.40,-,11,Juhász Balázs,96,DSC-SI,F,Székesfehérvár (HUN),2016.9.11
14:42.71,-,13,Juhász Balázs,96,DSC-SI,F,Szombathely (HUN),2016.6.26
14:47.42,-,14,Szögi István,95,VEDAC,F,Szombathely (HUN),2016.6.26
14:51.43,-,15,Kovács Benjámin,95,UTE,F2,Szekszárd (HUN),2016.5.15
14:52.79,8,16,Minczér Albert,86,VEDAC,F,Veszprém (HUN),2016.6.12
14:54.62,9,17,Honti Attila,89,Szolnoki MÁV-SE,F,Budapest (HUN),2016.6.18
14:55.06,10,18,Jenkei Péter,92,Vasas,F,Veszprém (HUN),2016.6.12
14:58.95,-,19,Szögi István,95,VEDAC,F2,"San Francisco, CA (USA)",2016.4.01
14:59.0h,11,20,Galamb Csaba,94,KARC,F,Maribor (SLO),2016.7.15
14:59.56,12,21,Dénes Ervin,96,A-Plast Ikarus BSE,F,Szombathely (HUN),2016.6.26
15:00.45,-,22,Jenkei Péter,92,Vasas,F2,Szekszárd (HUN),2016.5.15
15:01.0h,-,23,Szögi István,95,VEDAC,F,Maribor (SLO),2016.7.15
15:01.43,-,24,Juhász Balázs,96,DSC-SI,F,Miskolc (HUN),2016.5.29
15:04.29,-,25,Galamb Csaba,94,KARC,F,Budapest (HUN),2016.9.04
15:04.43,-,26,Minczér Albert,86,VEDAC,F2,Szekszárd (HUN),2016.5.15
15:06.36,13,27,Horváth György,85,SZoESE,F2,Szekszárd (HUN),2016.5.15
15:08.75,-,28,Farkas Dárius,91,BEAC,F,Miskolc (HUN),2016.5.29
15:10.18,-,29,Farkas Dárius,91,BEAC,F2,Szekszárd (HUN),2016.5.15
15:10.3h,-,30,Honti Attila,89,Szolnoki MÁV-SE,F,Debrecen (HUN),2016.5.15
15:10.77,-,31,Szögi István,95,VEDAC,F,Veszprém (HUN),2016.6.12
15:11.5h,14,32,Tábor Miklós,86,Békéscsabai AC,F,Debrecen (HUN),2016.5.15
15:13.43,15,33,Halász Ádám,93,PSN - Pécsi Sportiskola,F2,Szekszárd (HUN),2016.5.15
15:15.31,-,34,Dénes Ervin,96,A-Plast Ikarus BSE,F,Miskolc (HUN),2016.5.29
15:15.47,-,35,Galamb Csaba,94,KARC,F,Szombathely (HUN),2016.6.26
15:16.21,16,36,Fazekas Milán,93,PSN - Pécsi Sportiskola,F2,Szekszárd (HUN),2016.5.15
15:18.54,-,37,Kovács Benjámin,95,UTE,F,Székesfehérvár (HUN),2016.7.31
15:19.42,-,38,Honti Attila,89,Szolnoki MÁV-SE,F,Székesfehérvár (HUN),2016.9.11
15:20.37,17,39,Molnár Ákos,91,Vasas,F,Székesfehérvár (HUN),2016.9.11
15:20.45,-,40,Szögi István,95,VEDAC,F,Székesfehérvár (HUN),2016.7.31
15:21.12,-,41,Fazekas Milán,93,PSN - Pécsi Sportiskola,F,Miskolc (HUN),2016.5.29
15:21.28,-,42,Tábor Miklós,86,Békéscsabai AC,F,Székesfehérvár (HUN),2016.7.31
15:21.49,18,43,Kisházi László,92,KSI SE,F,Veszprém (HUN),2016.6.12
15:24.60,-,44,Juhász Balázs,96,DSC-SI,F,Székesfehérvár (HUN),2016.7.31
15:25.02,-,45,Galamb Csaba,94,KARC,F,Székesfehérvár (HUN),2016.7.31
15:25.86,-,46,Farkas Dárius,91,BEAC,F,Székesfehérvár (HUN),2016.7.31
15:29.43,19,47,Nick Márton,97,VEDAC,F,Budapest (HUN),2016.6.18
15:31.68,-,48,Horváth György,85,SZoESE,F,Székesfehérvár (HUN),2016.7.31
15:32.02,-,49,Jenkei Péter,92,Vasas,F,Székesfehérvár (HUN),2016.7.31
15:33.13,-,50,Fazekas Milán,93,PSN - Pécsi Sportiskola,F,Székesfehérvár (HUN),2016.7.31
15:35.1h,-,51,Kisházi László,92,KSI SE,F,Debrecen (HUN),2016.5.15
15:36.31,-,52,Kisházi László,92,KSI SE,F,Budapest (HUN),2016.6.18
15:39.06,20,53,Szalai Benjamin,92,VEDAC,F,"Lynchburg, VA (USA)",2016.5.12
15:39.34,-,54,Nick Márton,97,VEDAC,F,Veszprém (HUN),2016.6.12
15:39.48,-,55,Molnár Ákos,91,Vasas,F,Székesfehérvár (HUN),2016.7.31
15:40.10,-,56,Dénes Ervin,96,A-Plast Ikarus BSE,F,Budapest (HUN),2016.9.04
15:40.70,21,57,Otman Nebil,86,DSC-SI,F,Miskolc (HUN),2016.5.29
15:40.98,22,58,Zsigmond Előd,90,Szekszárdi Sportközpont,F1,Szekszárd (HUN),2016.5.15
15:41.9h,23,59,Kedves Roland,80,MAC,F,Debrecen (HUN),2016.5.15
15:42.66,-,60,Nick Márton,97,VEDAC,F,Székesfehérvár (HUN),2016.7.31
15:43.14,24,61,Bertalan Renátó,97,VEDAC,F,Miskolc (HUN),2016.7.01
15:44.84,25,62,Schöffer Attila,96,TSC-Geotech,F2,Szekszárd (HUN),2016.5.15
15:46.84,26,63,Kiss Dávid,91,PSN - Pécsi Sportiskola,F1,Szekszárd (HUN),2016.5.15
15:47.52,-,64,Dénes Ervin,96,A-Plast Ikarus BSE,F,Székesfehérvár (HUN),2016.7.31
15:47.54,27,65,Lendvai András,98,Győri Atlétikai Club,F,Veszprém (HUN),2016.6.12
15:47.77,-,66,Schöffer Attila,96,TSC-Geotech,F,Veszprém (HUN),2016.6.12
15:48.2h,28,67,Oláh Tamás,88,MAC,F,Debrecen (HUN),2016.5.15
15:48.9h,-,68,Galamb Csaba,94,KARC,F,Debrecen (HUN),2016.5.15
15:49.04,-,69,Nick Márton,97,VEDAC,F2,Szekszárd (HUN),2016.5.15
15:49.18,-,70,Gregor László,92,Békéscsabai AC,F,Székesfehérvár (HUN),2016.9.11
15:50.49,-,71,Halász Ádám,93,PSN - Pécsi Sportiskola,F,Székesfehérvár (HUN),2016.7.31
15:50.7h,29,72,Tugyi Levente,94,Miskolci Sportiskola,F,Debrecen (HUN),2016.5.15
15:50.83,30,73,Kis Áron,85,VEDAC,F1,Szekszárd (HUN),2016.5.15
15:52.13,31,74,Szántó Bence,97,TSC-Geotech,F2,Szekszárd (HUN),2016.5.15
15:52.8h,32,75,Józsa Bence,97,BHSE,F,Debrecen (HUN),2016.5.15
15:54.02,-,76,Lendvai András,98,Győri Atlétikai Club,F1,Szekszárd (HUN),2016.5.15
15:54.84,-,77,Nick Márton,97,VEDAC,F,Budapest (HUN),2016.9.04
15:55.71,33,78,Zarnóczai Zalán,97,Keszthely VDSE,F2,Szekszárd (HUN),2016.5.15
15:55.73,-,79,Tábor Miklós,86,Békéscsabai AC,F,Székesfehérvár (HUN),2016.9.11
15:56.22,-,80,Szántó Bence,97,TSC-Geotech,F,Miskolc (HUN),2016.7.01
15:56.26,34,81,Csontos Imre,92,BEAC,F1,Szekszárd (HUN),2016.5.15
15:56.98,-,82,Nick Márton,97,VEDAC,F,Székesfehérvár (HUN),2016.9.11
15:57.22,-,83,Kisházi László,92,KSI SE,F,Székesfehérvár (HUN),2016.7.31
16:04.1h,35,84,Tóth Róbert,97,Miskolci Sportiskola,F,Debrecen (HUN),2016.5.15
16:07.05,-,85,Bertalan Renátó,97,VEDAC,F,Székesfehérvár (HUN),2016.7.31
16:11.74,-,86,Bertalan Renátó,97,VEDAC,F,Szombathely (HUN),2016.6.26
16:12.99,36,87,Deák Bálint,97,Szekszárdi Sportközpont,F1,Szekszárd (HUN),2016.5.15
16:14.28,-,88,Szántó Bence,97,TSC-Geotech,F,Veszprém (HUN),2016.6.12
16:14.93,37,89,Jacsev Sámuel,98,SZoESE,F1,Szekszárd (HUN),2016.5.15
16:15.39,-,90,Szántó Bence,97,TSC-Geotech,F,Budapest (HUN),2016.6.18
16:15.94,-,91,Nick Márton,97,VEDAC,F,Szombathely (HUN),2016.6.26
