Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
22.05,0.0,-,55,Szabó László,91,FTC,F2,Debrecen (HUN),2016.5.15
22.05,-3.3,-,55,Sipos János,91,Szolnoki MÁV-SE,H1,Székesfehérvár (HUN),2016.7.31
22.07,0.9,18,57,Tasi Tibor,96,NYSC,F,Szombathely (HUN),2016.6.26
22.07,1.8,18,57,Tóth Norbert,98,Egri Sportiskola SE,H3,Szombathely (HUN),2016.6.26
22.08,1.3,-,59,Tasi Tibor,96,NYSC,F2,Budapest (HUN),2016.6.18
22.08,-2.0,-,59,Bézsenyi Gergely,91,BHSE,H2,Székesfehérvár (HUN),2016.7.31
22.09,0.5,-,61,Balogh Péter,96,ZALASZÁM-ZAC,H2,Szombathely (HUN),2016.6.26
22.09,1.4,-,61,Tóth Norbert,98,Egri Sportiskola SE,F,Szombathely (HUN),2016.6.26
22.1,-0.3,-,63,Győri Árpád,97,DSC-SI,H1,Miskolc (HUN),2016.5.29
22.11,0.0,-,64,Bézsenyi Gergely,91,BHSE,F1,Debrecen (HUN),2016.5.15
22.11,0.0,20,64,Pozsgai Dániel,93,FTC,F1,Debrecen (HUN),2016.5.15
22.12,0.0,-,66,Bézsenyi Gergely,91,BHSE,H3,Miskolc (HUN),2016.5.29
22.12,0.3,21,66,Baki Barnabás,99,ZALASZÁM-ZAC,F,Uherské Hradiste (CZE),2016.6.04
22.12,-1.1,21,66,Deák Nagy Marcell,92,MATE - GEAC,F5,Debrecen (HUN),2016.6.05
22.12,0.9,21,66,Molnár Gergely,94,MATE - GEAC,F,Szombathely (HUN),2016.6.26
22.14,1.3,24,70,Bódis Kornél,90,Győri Atlétikai Club,F3,Budapest (HUN),2016.6.18
22.14,1.5,24,70,Orosz Zoltán,92,TFSE,F2,Székesfehérvár (HUN),2016.7.18
22.15,-0.2,-,72,Győri Árpád,97,DSC-SI,F1,Tiszaújváros (HUN),2016.4.3
22.16,1.5,-,73,Balogh Péter,96,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2016.7.18
22.17,-0.3,-,74,Eszes Dániel,99,Dunakeszi VSE,F1,Budapest (HUN),2016.5.22
22.17,1.4,26,74,Szeles Bálint,98,Egri Sportiskola SE,F,Szombathely (HUN),2016.6.26
22.17,1.3,-,74,Boda Boldizsár,98,Haladás VSE,F3,Budapest (HUN),2016.8.19
22.18,-3.6,-,77,Sipos János,91,Szolnoki MÁV-SE,F2,Debrecen (HUN),2016.6.05
22.18,1.1,27,77,Martinek Richárd,99,UTE,F,Miskolc (HUN),2016.7.03
22.19,1.1,28,79,Szilágyi Gábor,92,Győri Atlétikai Club,F3,Székesfehérvár (HUN),2016.7.18
22.2,0.8,-,80,Pálmai Márk,98,MATE - GEAC,F1,Zalaegerszeg (HUN),2016.6.11
22.2,1.9,29,80,Móricz Bálint,95,Haladás VSE,F1,Budapest (HUN),2016.6.18
22.2,1.5,-,80,Szilágyi Gábor,92,Győri Atlétikai Club,H2,Veszprém (HUN),2016.6.22
22.21,1.3,30,83,Havasi Róbert,91,UTE,F3,Budapest (HUN),2016.6.18
22.21,0.5,30,83,Illovszky Dominik,2,BHSE,F1,Budapest (HUN),2016.8.19
22.22,-0.5,-,85,Győri Árpád,97,DSC-SI,F,Miskolc (HUN),2016.7.01
22.23,1.8,-,86,Pálmai Márk,98,MATE - GEAC,H1,Szombathely (HUN),2016.6.26
22.23,-0.7,-,86,Kovács Miklós,93,Békéscsabai AC,F1,Székesfehérvár (HUN),2016.9.11
22.24,1.1,-,88,Baki Barnabás,99,ZALASZÁM-ZAC,F,Miskolc (HUN),2016.7.03
22.24,-3.3,-,88,Balogh Péter,96,ZALASZÁM-ZAC,H1,Székesfehérvár (HUN),2016.7.31
22.25,0.0,-,90,Győri Árpád,97,DSC-SI,F2,Debrecen (HUN),2016.5.15
22.25,0.6,-,90,Vigvári Szabolcs,96,MATE - GEAC,F,Maribor (SLO),2016.7.15
22.25,1.3,-,90,Tóth Norbert,98,Egri Sportiskola SE,F3,Budapest (HUN),2016.8.19
22.25,-0.7,-,90,Vigvári Szabolcs,96,MATE - GEAC,F2,Székesfehérvár (HUN),2016.9.11
22.26,1.5,-,94,Bódis Kornél,90,Győri Atlétikai Club,H2,Veszprém (HUN),2016.6.22
22.27,1.2,-,95,Bódis Kornél,90,Győri Atlétikai Club,F,Veszprém (HUN),2016.6.22
22.27,1.2,-,95,Szilágyi Gábor,92,Győri Atlétikai Club,F,Veszprém (HUN),2016.6.22
22.28,1.3,-,97,Molnár Gergely,94,MATE - GEAC,F3,Budapest (HUN),2016.6.18
22.28,1.2,32,97,Bánhidi Bence,89,POSTÁS SE,F5,Budapest (HUN),2016.8.19
22.28,-0.2,-,97,Győri Árpád,97,DSC-SI,F,Budapest (HUN),2016.9.04
22.3,-3.2,-,100,Kása Tibor,87,Haladás VSE,F,Miskolc (HUN),2016.5.29
22.31,-1.5,-,101,Szabó Dániel,97,ARAK,H3,Székesfehérvár (HUN),2016.7.31
22.31,-0.9,33,101,Máté Milán,96,BHSE,F4,Székesfehérvár (HUN),2016.9.11
22.32,1.8,-,103,Tasi Tibor,96,NYSC,H1,Szombathely (HUN),2016.6.26
22.32,1.5,-,103,Bódis Kornél,90,Győri Atlétikai Club,F2,Székesfehérvár (HUN),2016.7.18
22.33,,-,105,Pálmai Márk,98,MATE - GEAC,F3,Székesfehérvár (HUN),2016.5.29
22.33,1.1,34,105,Kristály Csanád,99,Tiszaújvárosi SC,F,Miskolc (HUN),2016.7.03
22.33,1.2,-,105,Máté Milán,96,BHSE,F5,Budapest (HUN),2016.8.19
22.34,1.3,35,108,Kiss Csaba,96,Tiszaújvárosi SC,F2,Budapest (HUN),2016.6.18
22.36,1.8,-,109,Boros Bence,96,Szolnoki MÁV-SE,H1,Szombathely (HUN),2016.6.26
22.37,1.3,-,110,Tóth Norbert,98,Egri Sportiskola SE,F3,Budapest (HUN),2016.6.18
22.37,-0.5,-,110,Pálmai Márk,98,MATE - GEAC,F,Miskolc (HUN),2016.7.01
22.38,0.9,-,112,Kiss Csaba,96,Tiszaújvárosi SC,F,Szombathely (HUN),2016.6.26
22.39,0.0,-,113,Eszes Dániel,99,Dunakeszi VSE,F3,Debrecen (HUN),2016.5.15
22.39,-1.5,-,113,Szabó László,91,FTC,H3,Székesfehérvár (HUN),2016.7.31
22.4,2.0,-,115,Havasi Róbert,91,UTE,H2,Miskolc (HUN),2016.5.29
22.4,1.2,-,115,Vigvári Szabolcs,96,MATE - GEAC,F5,Budapest (HUN),2016.8.19
22.41,-0.2,-,117,Tóth Norbert,98,Egri Sportiskola SE,F1,Tiszaújváros (HUN),2016.4.3
22.41,-0.7,-,117,Tóth Norbert,98,Egri Sportiskola SE,F2,Zalaegerszeg (HUN),2016.6.11
22.41,-0.7,-,117,Boros Bence,96,Szolnoki MÁV-SE,F2,Székesfehérvár (HUN),2016.9.11
22.42,1.3,-,120,Szilágyi Gábor,92,Győri Atlétikai Club,F2,Budapest (HUN),2016.6.18
22.42,1.2,36,120,Árpás Valentin,89,BSC,F,Veszprém (HUN),2016.6.22
22.42,0.5,-,120,Molnár Gergely,94,MATE - GEAC,H2,Szombathely (HUN),2016.6.26
22.43,0.5,-,123,Árpás Valentin,89,BSC,F4,Budapest (HUN),2016.6.18
22.44,1.6,-,124,Baki Barnabás,99,ZALASZÁM-ZAC,H5,Miskolc (HUN),2016.7.03
22.44,0.6,-,124,Balogh Péter,96,ZALASZÁM-ZAC,F,Maribor (SLO),2016.7.15
22.45,0.0,-,126,Pálmai Márk,98,MATE - GEAC,F2,Debrecen (HUN),2016.5.15
22.45,,-,126,Szeles Bálint,98,Egri Sportiskola SE,F3,Székesfehérvár (HUN),2016.5.29
22.45,-0.8,-,126,Martinek Richárd,99,UTE,H5,Tbilisi (GEO),2016.7.15
22.45,-1.0,-,126,Eszes Dániel,99,Dunakeszi VSE,F3,Székesfehérvár (HUN),2016.9.11
22.46,-0.7,-,130,Győri Árpád,97,DSC-SI,F1,Székesfehérvár (HUN),2016.9.11
22.47,0.8,-,131,Balogh Péter,96,ZALASZÁM-ZAC,F1,Zalaegerszeg (HUN),2016.6.11
22.47,-2.0,-,131,Boros Bence,96,Szolnoki MÁV-SE,H2,Székesfehérvár (HUN),2016.7.31
22.48,1.3,-,133,Martinek Richárd,99,UTE,F3,Budapest (HUN),2016.6.18
22.49,1.1,-,134,Máté Milán,96,BHSE,F3,Székesfehérvár (HUN),2016.7.18
22.49,-4.6,-,134,Szilágyi Gábor,92,Győri Atlétikai Club,F,Székesfehérvár (HUN),2016.7.31
22.49,-4.6,-,134,Szabó László,91,FTC,F,Székesfehérvár (HUN),2016.7.31
22.5,0.7,-,137,Molnár Gergely,94,MATE - GEAC,H2,Miskolc (HUN),2016.5.29
22.5,-3.2,-,137,Tasi Tibor,96,NYSC,F,Miskolc (HUN),2016.5.29
22.5,1.2,-,137,Martinek Richárd,99,UTE,H4,Miskolc (HUN),2016.7.03
22.5,-0.7,-,137,Boda Boldizsár,98,Haladás VSE,F2,Székesfehérvár (HUN),2016.9.11
22.51,0.8,-,141,Kristály Csanád,99,Tiszaújvárosi SC,H3,Miskolc (HUN),2016.7.03
22.52,0.5,-,142,Kristály Csanád,99,Tiszaújvárosi SC,F4,Budapest (HUN),2016.6.18
22.52,1.5,37,142,Szigeti Csongor,97,VEDAC,H2,Veszprém (HUN),2016.6.22
22.52,-1.5,-,142,Tóth Norbert,98,Egri Sportiskola SE,H3,Székesfehérvár (HUN),2016.7.31
22.53,-3.6,-,145,Szabó László,91,FTC,F2,Debrecen (HUN),2016.6.05
22.53,0.6,-,145,Szigeti Csongor,97,VEDAC,H2,Szombathely (HUN),2016.6.26
22.53,-4.6,-,145,Boros Bence,96,Szolnoki MÁV-SE,F,Székesfehérvár (HUN),2016.7.31
22.54,,-,148,Boda Boldizsár,98,Haladás VSE,F3,Székesfehérvár (HUN),2016.5.29
22.54,1.2,-,148,Szigeti Csongor,97,VEDAC,F,Veszprém (HUN),2016.6.22
22.55,-0.9,-,150,Tasi Tibor,96,NYSC,H1,Miskolc (HUN),2016.5.29
22.56,1.8,-,151,Kiss Csaba,96,Tiszaújvárosi SC,H1,Szombathely (HUN),2016.6.26
22.57,0.4,-,152,Szeles Bálint,98,Egri Sportiskola SE,F4,Debrecen (HUN),2016.5.15
22.57,1.8,-,152,Szeles Bálint,98,Egri Sportiskola SE,H3,Szombathely (HUN),2016.6.26
22.57,1.5,38,152,Németh Csaba,97,Vasas,F2,Székesfehérvár (HUN),2016.7.18
22.57,1.1,-,152,Kristály Csanád,99,Tiszaújvárosi SC,F3,Székesfehérvár (HUN),2016.7.18
22.58,,-,156,Eszes Dániel,99,Dunakeszi VSE,F4,Székesfehérvár (HUN),2016.5.29
22.58,-0.9,-,156,Havasi Róbert,91,UTE,F,Miskolc (HUN),2016.5.29
22.58,1.0,-,156,Martinek Richárd,99,UTE,SF1,Tbilisi (GEO),2016.7.16
22.59,-0.7,-,159,Bódis Kornél,90,Győri Atlétikai Club,F2,Zalaegerszeg (HUN),2016.6.11
22.59,0.8,-,159,Kristály Csanád,99,Tiszaújvárosi SC,F1,Budapest (HUN),2016.7.22
22.61,0.7,-,161,Orosz Zoltán,92,TFSE,H2,Miskolc (HUN),2016.5.29
22.61,-0.7,39,161,Koszti Dániel,95,Haladás VSE,F2,Zalaegerszeg (HUN),2016.6.11
22.61,-2.0,-,161,Bánhidi Bence,89,POSTÁS SE,H2,Székesfehérvár (HUN),2016.7.31
22.62,0.0,40,164,Vakarcs Gergő,95,Egri Sportiskola SE,F2,Debrecen (HUN),2016.5.15
22.62,1.2,40,164,Papp Bence,99,DOVASE,H1,Miskolc (HUN),2016.7.03
22.62,-4.6,-,164,Tóth Norbert,98,Egri Sportiskola SE,F,Székesfehérvár (HUN),2016.7.31
22.63,0.3,-,167,Árpás Valentin,89,BSC,H1,Veszprém (HUN),2016.6.22
22.63,1.1,42,167,Takács Ákos,82,MATE - GEAC,F3,Székesfehérvár (HUN),2016.7.18
22.64,-2.2,-,169,Bánhidi Bence,89,POSTÁS SE,F3,Debrecen (HUN),2016.6.05
22.64,0.5,-,169,Máté Milán,96,BHSE,H2,Szombathely (HUN),2016.6.26
22.64,-1.5,-,169,Máté Milán,96,BHSE,H3,Székesfehérvár (HUN),2016.7.31
22.64,1.2,-,169,Molnár Gergely,94,MATE - GEAC,F5,Budapest (HUN),2016.8.19
22.64,-0.2,-,169,Boda Boldizsár,98,Haladás VSE,F,Budapest (HUN),2016.9.04
22.66,0.0,-,174,Bánhidi Bence,89,POSTÁS SE,H3,Miskolc (HUN),2016.5.29
22.66,-0.9,-,174,Kiss Csaba,96,Tiszaújvárosi SC,H1,Miskolc (HUN),2016.5.29
22.66,0.5,43,174,Bérces Gergely,0,A-Plast Ikarus BSE,F4,Budapest (HUN),2016.6.18
22.66,0.5,43,174,Kovács Tamás,96,Dunakeszi VSE,H2,Szombathely (HUN),2016.6.26
22.66,-2.0,43,174,Gönczi Pál,91,SZVSE,H2,Székesfehérvár (HUN),2016.7.31
22.67,0.0,-,179,Bánhidi Bence,89,POSTÁS SE,F2,Debrecen (HUN),2016.5.15
22.67,1.8,-,179,Koszti Dániel,95,Haladás VSE,H1,Szombathely (HUN),2016.6.26
22.67,1.4,46,179,Orosz Bence,98,BHSE,F,Szombathely (HUN),2016.6.26
22.68,2.0,-,182,Takács Ákos,82,MATE - GEAC,H2,Miskolc (HUN),2016.5.29
22.68,-2.2,-,182,Boros Bence,96,Szolnoki MÁV-SE,F3,Debrecen (HUN),2016.6.05
22.68,0.6,-,182,Orosz Bence,98,BHSE,H2,Szombathely (HUN),2016.6.26
22.68,1.0,-,182,Kristály Csanád,99,Tiszaújvárosi SC,F2,Budapest (HUN),2016.8.19
22.69,-0.7,-,186,Szigeti Csongor,97,VEDAC,F2,Zalaegerszeg (HUN),2016.6.11
22.69,0.5,47,186,Béres Sándor,70,TFSE,F4,Budapest (HUN),2016.6.18
22.69,1.4,-,186,Szigeti Csongor,97,VEDAC,F,Szombathely (HUN),2016.6.26
22.71,-0.7,-,189,Molnár Gergely,94,MATE - GEAC,F2,Zalaegerszeg (HUN),2016.6.11
22.71,1.3,-,189,Gönczi Pál,91,SZVSE,F2,Budapest (HUN),2016.6.18
22.71,-3.1,-,189,Szilágyi Gábor,92,Győri Atlétikai Club,H4,Székesfehérvár (HUN),2016.7.31
22.72,-3.2,-,192,Orosz Zoltán,92,TFSE,F,Miskolc (HUN),2016.5.29
22.72,1.1,-,192,Árpás Valentin,89,BSC,F3,Székesfehérvár (HUN),2016.7.18
22.72,-2.0,-,192,Bódis Kornél,90,Győri Atlétikai Club,H2,Székesfehérvár (HUN),2016.7.31
22.73,0.0,-,195,Gönczi Pál,91,SZVSE,H3,Miskolc (HUN),2016.5.29
22.77,0.8,-,196,Gönczi Pál,91,SZVSE,F1,Zalaegerszeg (HUN),2016.6.11
22.78,-0.2,-,197,Kristály Csanád,99,Tiszaújvárosi SC,F1,Tiszaújváros (HUN),2016.4.3
22.78,1.8,-,197,Németh Csaba,97,Vasas,H1,Szombathely (HUN),2016.6.26
22.78,-1.5,-,197,Szeles Bálint,98,Egri Sportiskola SE,H3,Székesfehérvár (HUN),2016.7.31
22.79,0.0,48,200,Tamási Ottó,94,KARC,F3,Debrecen (HUN),2016.5.15
22.79,-1.9,48,200,Rády Zoltán,95,Dunakeszi VSE,F3,Zalaegerszeg (HUN),2016.6.11
22.79,0.3,-,200,Kovács Tamás,96,Dunakeszi VSE,F5,Budapest (HUN),2016.6.18
22.79,1.1,-,200,Papp Bence,99,DOVASE,F,Miskolc (HUN),2016.7.03
22.8,-1.5,-,204,Havasi Róbert,91,UTE,H3,Székesfehérvár (HUN),2016.7.31
22.81,-0.7,-,205,Balogh Péter,96,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2016.9.11
22.82,0.0,-,206,Gönczi Pál,91,SZVSE,F2,Debrecen (HUN),2016.5.15
22.82,0.6,50,206,Naszódi Benedek,97,KSI SE,H2,Szombathely (HUN),2016.6.26
22.82,-3.3,-,206,Orosz Zoltán,92,TFSE,H1,Székesfehérvár (HUN),2016.7.31
22.83,-1.0,-,209,Orosz Zoltán,92,TFSE,F3,Székesfehérvár (HUN),2016.9.11
22.84,2.0,51,210,Czaun Péter,98,VEDAC,F2,Szekszárd (HUN),2016.5.15
22.84,0.8,-,210,Kása Tibor,87,Haladás VSE,F1,Zalaegerszeg (HUN),2016.6.11
22.85,1.1,52,212,Szabó Kristóf,99,NYSC,F,Miskolc (HUN),2016.7.03
22.87,1.1,-,213,Papp Bence,99,DOVASE,F3,Székesfehérvár (HUN),2016.7.18
22.87,-2.0,-,213,Orosz Bence,98,BHSE,H2,Székesfehérvár (HUN),2016.7.31
22.88,0.0,-,215,Tóth Norbert,98,Egri Sportiskola SE,F3,Debrecen (HUN),2016.5.15
22.88,0.7,-,215,Boros Bence,96,Szolnoki MÁV-SE,H2,Miskolc (HUN),2016.5.29
22.89,-3.6,-,217,Boda Boldizsár,98,Haladás VSE,F2,Debrecen (HUN),2016.6.05
22.89,0.8,53,217,Kobrehel Mátyás,96,,F3,Bulle (SUI),2016.7.09
22.89,-3.1,53,217,Varga Dániel,97,FTC,H4,Székesfehérvár (HUN),2016.7.31
22.9,-0.9,-,220,Béres Sándor,70,TFSE,F,Miskolc (HUN),2016.5.29
22.9,1.3,-,220,Bérces Gergely,0,A-Plast Ikarus BSE,H2,Miskolc (HUN),2016.7.03
22.91,1.3,55,222,Vlasits Attila,93,BSC,F3,Budapest (HUN),2016.6.18
22.91,-3.3,-,222,Árpás Valentin,89,BSC,H1,Székesfehérvár (HUN),2016.7.31
22.91,1.2,-,222,Havasi Róbert,91,UTE,F5,Budapest (HUN),2016.8.19
22.92,-3.2,-,225,Molnár Gergely,94,MATE - GEAC,F,Miskolc (HUN),2016.5.29
22.92,-3.6,-,225,Tóth Norbert,98,Egri Sportiskola SE,F2,Debrecen (HUN),2016.6.05
22.92,-0.7,56,225,Köcse Richárd,97,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2016.9.11
22.93,,-,228,Szigeti Csongor,97,VEDAC,F1,Székesfehérvár (HUN),2016.5.29
22.93,-1.9,-,228,Árpás Valentin,89,BSC,F3,Zalaegerszeg (HUN),2016.6.11
22.94,0.9,-,230,Kovács Tamás,96,Dunakeszi VSE,F,Szombathely (HUN),2016.6.26
22.95,1.2,-,231,Szabó Kristóf,99,NYSC,H1,Miskolc (HUN),2016.7.03
22.96,-0.3,-,232,Papp Bence,99,DOVASE,F1,Budapest (HUN),2016.5.22
22.96,-0.3,-,232,Béres Sándor,70,TFSE,H1,Miskolc (HUN),2016.5.29
22.96,-3.6,-,232,Bódis Kornél,90,Győri Atlétikai Club,F2,Debrecen (HUN),2016.6.05
22.96,0.9,-,232,Máté Milán,96,BHSE,F,Szombathely (HUN),2016.6.26
22.97,-0.2,-,236,Tasi Tibor,96,NYSC,F1,Tiszaújváros (HUN),2016.4.3
22.97,-2.2,-,236,Kristály Csanád,99,Tiszaújvárosi SC,F3,Debrecen (HUN),2016.6.05
22.98,1.1,-,238,Szabó Kristóf,99,NYSC,F6,Budapest (HUN),2016.6.18
22.99,0.3,57,239,Téglási Ákos,0,NYSC,F5,Budapest (HUN),2016.6.18
22.99,1.5,57,239,Takács Dávid,86,VEDAC,H2,Veszprém (HUN),2016.6.22
22.99,-1.0,57,239,Lukács Máté,90,Favorit AC,F3,Székesfehérvár (HUN),2016.9.11
23.01,-3.6,-,242,Szeles Bálint,98,Egri Sportiskola SE,F2,Debrecen (HUN),2016.6.05
23.01,0.5,60,242,Wahl Zoltán,0,Budafoki MTE,F4,Budapest (HUN),2016.6.18
23.01,1.2,-,242,Wahl Zoltán,0,Budafoki MTE,H4,Miskolc (HUN),2016.7.03
23.01,-3.3,-,242,Molnár Gergely,94,MATE - GEAC,H1,Székesfehérvár (HUN),2016.7.31
23.01,-0.9,-,242,Gönczi Pál,91,SZVSE,F4,Székesfehérvár (HUN),2016.9.11
23.03,0.0,-,247,Kristály Csanád,99,Tiszaújvárosi SC,F3,Debrecen (HUN),2016.5.15
23.05,0.0,-,248,Kiss Csaba,96,Tiszaújvárosi SC,F2,Debrecen (HUN),2016.5.15
23.05,-3.2,-,248,Gönczi Pál,91,SZVSE,F,Miskolc (HUN),2016.5.29
23.05,0.8,61,248,Pisch Milán,99,ARAK,H3,Miskolc (HUN),2016.7.03
23.05,-0.9,-,248,Havasi Róbert,91,UTE,F4,Székesfehérvár (HUN),2016.9.11
23.06,,-,252,Martinek Richárd,99,UTE,F4,Székesfehérvár (HUN),2016.5.29
23.06,,-,252,Baki Barnabás,99,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2016.5.29
23.06,-1.9,-,252,Papp Bence,99,DOVASE,F3,Zalaegerszeg (HUN),2016.6.11
23.07,1.3,-,255,Téglási Ákos,0,NYSC,H2,Miskolc (HUN),2016.7.03
23.08,0.5,62,256,Leleszi Máté,96,BHSE,F4,Budapest (HUN),2016.6.18
23.08,0.5,62,256,Pázmándi Zsolt,95,Szolnoki MÁV-SE,H2,Szombathely (HUN),2016.6.26
23.09,-3.6,-,258,Orosz Zoltán,92,TFSE,F2,Debrecen (HUN),2016.6.05
23.1,,-,259,Kristály Csanád,99,Tiszaújvárosi SC,F4,Székesfehérvár (HUN),2016.5.29
23.1,0.4,-,259,Kobrehel Mátyás,96,,F2,Lausanne (SUI),2016.8.06
23.1,1.3,-,259,Takács Ákos,82,MATE - GEAC,F6,Budapest (HUN),2016.8.19
23.11,-0.3,64,262,Halász Kristóf,2,DSC-SI,H1,Miskolc (HUN),2016.5.29
23.11,,-,262,Bérces Gergely,0,A-Plast Ikarus BSE,F3,Székesfehérvár (HUN),2016.5.29
23.11,-3.3,-,262,Kiss Csaba,96,Tiszaújvárosi SC,H1,Székesfehérvár (HUN),2016.7.31
23.12,0.5,-,265,Halász Kristóf,2,DSC-SI,F1,Budapest (HUN),2016.8.19
