Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
1970,1,1,Naszódi Benedek,97,KSI SE,F1,Budapest (HUN),2018.8.25
1791,2,2,Kriszt Botond,96,MATE - GEAC,F1,Budapest (HUN),2018.8.25
1677,3,3,Tamási Ottó,94,KARC,F1,Budapest (HUN),2018.8.25
1524,4,4,Bencsik Ádám,99,MAFC,F1,Budapest (HUN),2018.8.25
1495,5,5,Tóth Zsombor,98,MATE - GEAC,F1,Budapest (HUN),2018.8.25
1491,6,6,Kurucz Gergely,81,ELTE SE Sashegyi gepárdok,F1,Budapest (HUN),2018.8.25
1442,7,7,Kemenes Ákos,96,MATE - GEAC,F1,Budapest (HUN),2018.8.25
1213,8,8,Raffai Péter,96,MATE - GEAC,F1,Budapest (HUN),2018.8.25
