Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
27.25,0.0,65,123,Tóth Gréta,7,Kőszegi Lóránt FC,F2,Nyíregyháza (HUN),2024.2.25
27.27,0.0,66,127,Horváth Dóra,84,A-Plast Ikarus BSE,F1,Budapest (HUN),2024.3.02
27.28,0.0,-,128,Schofhauser Debóra,6,SVSE,F11,Budapest (HUN),2024.2.1
27.28,0.0,67,128,Kováts Kíra,5,Győri Atlétikai Club,F10,Budapest (HUN),2024.2.1
27.29,0.0,68,130,Amler Vanda,6,A-Plast Ikarus BSE,F4,Nyíregyháza (HUN),2024.2.25
27.31,0.0,69,131,Kovács Kíra,7,UTE,F6,Nyíregyháza (HUN),2024.1.27
27.31,0.0,-,131,Amler Vanda,6,A-Plast Ikarus BSE,F16,Budapest (HUN),2024.1.28
27.32,0.0,-,133,Szatmári Zsófi,7,A-Plast Ikarus BSE,F5,Budapest (HUN),2024.1.28
27.33,0.0,70,134,Botos Katalin,4,Csepel TC,F8,Budapest (HUN),2024.1.28
27.36,0.0,-,135,Kováts Kíra,5,Győri Atlétikai Club,F4,Nyíregyháza (HUN),2024.2.25
27.37,0.0,71,136,Körtvélyessy Dalma,8,BHSE,F3,Nyíregyháza (HUN),2024.1.2
27.37,0.0,71,136,Kaposi Fanni,7,Haladás VSE,F3,Nyíregyháza (HUN),2024.2.25
27.39,0.0,-,138,Mohácsi Réka,7,FTC,F2,Nyíregyháza (HUN),2024.2.25
27.4,0.0,-,139,Demeter Korinna,8,MATE - GEAC,F5,Nyíregyháza (HUN),2024.1.2
