Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
13.58,1.5,-,24,Juhász Lilla,93,Haladás VSE,H,Szombathely (HUN),2016.6.26
13.58,-0.1,-,24,Kerekes Gréta,92,DSC-SI,F,Budapest (HUN),2016.7.22
13.59,0.0,-,27,Kozák Luca,96,DSC-SI,F,Debrecen (HUN),2016.5.15
13.59,1.5,-,27,Kerekes Gréta,92,DSC-SI,H1,St. Pölten (AUT),2016.5.26
13.59,0.9,-,27,Kozák Luca,96,DSC-SI,F2,Miskolc (HUN),2016.5.28
13.59,0.9,-,27,Kerekes Gréta,92,DSC-SI,F2,Miskolc (HUN),2016.5.28
13.59,0.5,-,27,Kerekes Gréta,92,DSC-SI,F,Budapest (HUN),2016.9.03
13.6,-0.4,-,32,Kerekes Gréta,92,DSC-SI,F2,Genève (SUI),2016.6.11
13.61,-0.3,5,33,Répási Petra,96,MATE - GEAC,F,Linz (AUT),2016.6.11
13.61,1.4,-,33,Répási Petra,96,MATE - GEAC,H1,Budapest (HUN),2016.6.18
13.64,0.0,-,35,Kerekes Gréta,92,DSC-SI,F,Debrecen (HUN),2016.5.15
13.65,-1.6,-,36,Kerekes Gréta,92,DSC-SI,H3,Genève (SUI),2016.6.11
13.65,0.5,-,36,Kozák Luca,96,DSC-SI,F,Budapest (HUN),2016.9.03
13.66,0.0,-,38,Kerekes Gréta,92,DSC-SI,F1,St. Pölten (AUT),2016.5.26
13.66,-0.3,-,38,Krizsán Xénia,93,MTK Budapest,CE3,Rio de Janeiro (BRA),2016.8.12
13.69,0.0,-,40,Kerekes Gréta,92,DSC-SI,F1,Székesfehérvár (HUN),2016.9.11
13.73,-1.2,-,41,Kerekes Gréta,92,DSC-SI,F,Šamorín (SVK),2016.6.04
13.73,0.4,-,41,Juhász Lilla,93,Haladás VSE,F,Székesfehérvár (HUN),2016.7.3
13.74,-0.5,-,43,Kerekes Gréta,92,DSC-SI,H1,Aarhus (DEN),2016.6.25
13.74,1.5,-,43,Krizsán Xénia,93,MTK Budapest,H,Szombathely (HUN),2016.6.26
13.75,0.8,-,45,Juhász Lilla,93,Haladás VSE,H5,Jacksonville (USA),2016.5.27
13.78,0.0,-,46,Krizsán Xénia,93,MTK Budapest,F1,Székesfehérvár (HUN),2016.9.11
13.79,0.4,6,47,Zsivoczky-Farkas Györgyi,85,BHSE,F,Székesfehérvár (HUN),2016.7.3
13.79,-0.2,-,47,Zsivoczky-Farkas Györgyi,85,BHSE,CE1,Rio de Janeiro (BRA),2016.8.12
13.8,-1.3,-,49,Kozák Luca,96,DSC-SI,F,Miskolc (HUN),2016.5.28
13.8,0.1,-,49,Kozák Luca,96,DSC-SI,H1,Székesfehérvár (HUN),2016.7.3
13.85,-0.5,-,51,Répási Petra,96,MATE - GEAC,H2,Linz (AUT),2016.6.11
13.87,0.0,-,52,Répási Petra,96,MATE - GEAC,F,Debrecen (HUN),2016.5.15
13.88,-1.2,-,53,Kozák Luca,96,DSC-SI,F,Szombathely (HUN),2016.6.25
13.89,-0.9,-,54,Zsivoczky-Farkas Györgyi,85,BHSE,CE1,Amsterdam (NED),2016.7.08
13.89,0.4,-,54,Répási Petra,96,MATE - GEAC,F,Székesfehérvár (HUN),2016.7.3
13.92,0.0,-,56,Krizsán Xénia,93,MTK Budapest,CE,Miskolc (HUN),2016.5.28
13.92,1.6,7,56,Sorok Klaudia,98,Győri Atlétikai Club,H2,Bydgoszcz (POL),2016.7.22
13.92,0.5,-,56,Répási Petra,96,MATE - GEAC,F,Budapest (HUN),2016.9.03
13.96,-0.1,-,59,Répási Petra,96,MATE - GEAC,F,Budapest (HUN),2016.7.22
13.96,1.9,-,59,Répási Petra,96,MATE - GEAC,H,Budapest (HUN),2016.7.22
13.98,-0.3,-,61,Sorok Klaudia,98,Győri Atlétikai Club,F,Zalaegerszeg (HUN),2016.6.11
13.99,0.1,-,62,Juhász Lilla,93,Haladás VSE,H1,Székesfehérvár (HUN),2016.7.3
13.99,0.5,-,62,Krizsán Xénia,93,MTK Budapest,F,Budapest (HUN),2016.9.03
14.01,0.0,-,64,Zsivoczky-Farkas Györgyi,85,BHSE,F1,Székesfehérvár (HUN),2016.9.11
14.03,1.8,-,65,Zsivoczky-Farkas Györgyi,85,BHSE,CE1,Talence (FRA),2016.9.17
14.07,-0.7,-,66,Juhász Lilla,93,Haladás VSE,H1,"Lynchburg, VA (USA)",2016.5.11
14.09,0.7,-,67,Répási Petra,96,MATE - GEAC,F2,Székesfehérvár (HUN),2016.7.18
14.09,0.4,-,67,Sorok Klaudia,98,Győri Atlétikai Club,F,Székesfehérvár (HUN),2016.7.3
14.1,1.0,-,69,Sorok Klaudia,98,Győri Atlétikai Club,CE1,Székesfehérvár (HUN),2016.9.17
14.11,-2.3,-,70,Kozák Luca,96,DSC-SI,H,Szombathely (HUN),2016.6.25
14.13,0.5,-,71,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2016.9.03
14.14,0.9,8,72,Seymour Eliána,84,MATE - GEAC,F,Suva (FIJ),2016.7.07
14.14,-0.2,-,72,Kerekes Gréta,92,DSC-SI,F,Velenje (SLO),2016.8.31
14.17,0.3,-,74,Juhász Lilla,93,Haladás VSE,F1,High Point (USA),2016.4.02
14.25,0.0,-,75,Répási Petra,96,MATE - GEAC,F1,Székesfehérvár (HUN),2016.9.11
14.27,1.1,-,76,Sorok Klaudia,98,Győri Atlétikai Club,F2,Debrecen (HUN),2016.6.04
14.29,0.4,-,77,Seymour Eliána,84,MATE - GEAC,F,Székesfehérvár (HUN),2016.7.3
14.33,-0.8,-,78,Zsivoczky-Farkas Györgyi,85,BHSE,F,Miskolc (HUN),2016.7.01
14.36,0.1,-,79,Sorok Klaudia,98,Győri Atlétikai Club,H1,Székesfehérvár (HUN),2016.7.3
14.38,-1.7,-,80,Sorok Klaudia,98,Győri Atlétikai Club,F,Székesfehérvár (HUN),2016.5.29
14.38,0.1,-,80,Seymour Eliána,84,MATE - GEAC,H1,Székesfehérvár (HUN),2016.7.3
14.4,0.1,-,82,Juhász Lilla,93,Haladás VSE,H3,Greensboro (USA),2016.4.09
14.59,-1.4,9,83,Hári Anna,97,ZALASZÁM-ZAC,F,Szombathely (HUN),2016.6.25
14.61,0.8,10,84,Sier Zsófia,95,BSC,F1,Debrecen (HUN),2016.6.04
14.63,-1.1,-,85,Hári Anna,97,ZALASZÁM-ZAC,F,Miskolc (HUN),2016.7.01
14.64,-0.5,-,86,Hári Anna,97,ZALASZÁM-ZAC,H1,Szombathely (HUN),2016.6.25
14.69,1.0,11,87,Ácsné Hortobágyi Anikó,89,Békési DAC,CE1,Székesfehérvár (HUN),2016.9.17
14.7,0.4,-,88,Sier Zsófia,95,BSC,F,Székesfehérvár (HUN),2016.7.3
14.85,0.8,12,89,Kiss Diána,97,BSC,H2,Budapest (HUN),2016.6.18
14.88,1.9,-,90,Sier Zsófia,95,BSC,H,Budapest (HUN),2016.7.22
14.89,0.8,-,91,Kiss Diána,97,BSC,F1,Debrecen (HUN),2016.6.04
14.92,-1.3,-,92,Sier Zsófia,95,BSC,F,Miskolc (HUN),2016.5.28
14.93,-1.4,-,93,Kiss Diána,97,BSC,F,Szombathely (HUN),2016.6.25
14.93,-0.5,-,93,Kiss Diána,97,BSC,H1,Szombathely (HUN),2016.6.25
14.94,0.8,-,95,Juhász Lilla,93,Haladás VSE,H3,Durham (USA),2016.4.22
14.98,-0.1,-,96,Sier Zsófia,95,BSC,F,Budapest (HUN),2016.7.22
15.02,1.4,-,97,Sier Zsófia,95,BSC,H1,Budapest (HUN),2016.6.18
15.03,0.6,-,98,Sier Zsófia,95,BSC,F,Maribor (SLO),2016.7.15
15.03,0.5,-,98,Sier Zsófia,95,BSC,F,Budapest (HUN),2016.9.03
15.05,0.9,13,100,Jancsurák Anna,96,Vasas,F,Sittard (NED),2016.6.04
15.05,1.1,13,100,Szabó Beatrix,95,MTK Budapest,F2,Debrecen (HUN),2016.6.04
15.06,1.0,-,102,Szabó Beatrix,95,MTK Budapest,CE,Budapest (HUN),2016.6.19
15.13,-0.3,-,103,Hári Anna,97,ZALASZÁM-ZAC,F,Zalaegerszeg (HUN),2016.6.11
15.14,0.0,15,104,Mátó Sára,0,ARAK,F1,Székesfehérvár (HUN),2016.9.11
15.15,-1.2,-,105,Sier Zsófia,95,BSC,F,Szombathely (HUN),2016.6.25
15.21,0.0,16,106,Renner Luca,98,MATE - GEAC,F,Debrecen (HUN),2016.5.15
15.25,0.9,-,107,Kiss Diána,97,BSC,F2,Miskolc (HUN),2016.5.28
15.27,-1.7,17,108,Szűcs Noémi,97,HÓDIÁK SE,F,Székesfehérvár (HUN),2016.5.29
15.29,-0.7,18,109,Molnár Judit,95,KSI SE,F2,Székesfehérvár (HUN),2016.9.11
15.3,0.0,-,110,Renner Luca,98,MATE - GEAC,CE,Miskolc (HUN),2016.5.28
15.3,0.0,-,110,Renner Luca,98,MATE - GEAC,CE,Miskolc (HUN),2016.5.28
15.3,0.0,-,110,Szabó Beatrix,95,MTK Budapest,CE,Miskolc (HUN),2016.5.28
15.31,1.0,19,113,Ajkler Eszter,97,MATE - GEAC,CE,Budapest (HUN),2016.6.19
15.33,-1.5,-,114,Jancsurák Anna,96,Vasas,H1,Miskolc (HUN),2016.5.28
15.33,-1.5,-,114,Kiss Diána,97,BSC,H1,Miskolc (HUN),2016.5.28
15.34,1.1,20,116,Palkó Diána,93,Haladás VSE,F2,Debrecen (HUN),2016.6.04
15.36,-1.1,-,117,Juhász Lilla,93,Haladás VSE,H4,Jacksonville (USA),2016.3.25
15.37,-1.7,21,118,Tácsik Anna,98,DSC-SI,F,Székesfehérvár (HUN),2016.5.29
15.4,-1.2,-,119,Szabó Beatrix,95,MTK Budapest,F,Szombathely (HUN),2016.6.25
15.41,0.1,-,120,Szabó Beatrix,95,MTK Budapest,H1,Székesfehérvár (HUN),2016.7.3
15.42,-0.7,-,121,Renner Luca,98,MATE - GEAC,F2,Székesfehérvár (HUN),2016.9.11
15.43,1.1,-,122,Tácsik Anna,98,DSC-SI,F2,Debrecen (HUN),2016.6.04
15.44,1.0,22,123,Nádházy Evelin,95,BHSE,CE1,Székesfehérvár (HUN),2016.9.17
15.45,0.8,-,124,Molnár Judit,95,KSI SE,H2,Budapest (HUN),2016.6.18
15.46,1.0,-,125,Renner Luca,98,MATE - GEAC,CE1,Székesfehérvár (HUN),2016.9.17
15.47,-2.3,-,126,Sier Zsófia,95,BSC,H,Szombathely (HUN),2016.6.25
15.47,-0.7,23,126,Varga Eszter,0,Haladás VSE,F2,Székesfehérvár (HUN),2016.9.11
15.48,0.0,-,128,Ajkler Eszter,97,MATE - GEAC,CE,Miskolc (HUN),2016.5.28
15.48,-1.1,-,128,Tácsik Anna,98,DSC-SI,F,Miskolc (HUN),2016.7.01
15.5,-1.4,-,130,Tácsik Anna,98,DSC-SI,F,Szombathely (HUN),2016.6.25
15.53,-0.3,24,131,Osváth Erzsébet,97,VEDAC,F,Zalaegerszeg (HUN),2016.6.11
15.55,-1.2,-,132,Molnár Judit,95,KSI SE,F,Szombathely (HUN),2016.6.25
15.55,1.9,-,132,Kiss Diána,97,BSC,H,Budapest (HUN),2016.7.22
15.56,-2.3,-,134,Szabó Beatrix,95,MTK Budapest,H,Szombathely (HUN),2016.6.25
15.57,-0.5,-,135,Tácsik Anna,98,DSC-SI,H1,Szombathely (HUN),2016.6.25
15.57,-0.5,25,135,Barizs Boglárka,97,Ócsa SE,H1,Szombathely (HUN),2016.6.25
15.58,-0.8,-,137,Ajkler Eszter,97,MATE - GEAC,F,Miskolc (HUN),2016.7.01
15.59,0.0,-,138,Ajkler Eszter,97,MATE - GEAC,F,Debrecen (HUN),2016.5.15
15.63,1.4,-,139,Osváth Erzsébet,97,VEDAC,H1,Budapest (HUN),2016.6.18
15.64,-1.7,-,140,Osváth Erzsébet,97,VEDAC,F,Székesfehérvár (HUN),2016.5.29
15.65,1.1,-,141,Molnár Judit,95,KSI SE,F2,Debrecen (HUN),2016.6.04
15.66,-0.5,-,142,Ajkler Eszter,97,MATE - GEAC,H1,Szombathely (HUN),2016.6.25
15.67,-1.4,-,143,Ajkler Eszter,97,MATE - GEAC,F,Szombathely (HUN),2016.6.25
15.68,1.4,26,144,Tani Zsanett,96,BHSE,H1,Budapest (HUN),2016.6.18
15.7,1.9,-,145,Osváth Erzsébet,97,VEDAC,H,Budapest (HUN),2016.7.22
15.72,0.0,-,146,Hári Anna,97,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2016.9.11
15.76,-0.5,-,147,Osváth Erzsébet,97,VEDAC,H1,Szombathely (HUN),2016.6.25
15.77,-0.1,-,148,Osváth Erzsébet,97,VEDAC,F,Budapest (HUN),2016.7.22
15.78,-1.7,-,149,Barizs Boglárka,97,Ócsa SE,F,Székesfehérvár (HUN),2016.5.29
15.8,-2.3,-,150,Molnár Judit,95,KSI SE,H,Szombathely (HUN),2016.6.25
15.83,-1.4,-,151,Osváth Erzsébet,97,VEDAC,F,Szombathely (HUN),2016.6.25
15.86,-0.7,-,152,Osváth Erzsébet,97,VEDAC,F2,Székesfehérvár (HUN),2016.9.11
15.94,0.2,27,153,Jancsurák Sophie,93,Vasas,H2,Medford (USA),2016.4.02
15.94,0.5,-,153,Hári Anna,97,ZALASZÁM-ZAC,F,Budapest (HUN),2016.9.03
15.95,0.0,-,155,Tani Zsanett,96,BHSE,F,Debrecen (HUN),2016.5.15
15.98,0.8,-,156,Tani Zsanett,96,BHSE,F1,Debrecen (HUN),2016.6.04
16.0,1.0,28,157,Horváthné Nyeste Ágnes,97,Békési DAC,CE1,Székesfehérvár (HUN),2016.9.17
16.01,0.1,-,158,Tani Zsanett,96,BHSE,H1,Székesfehérvár (HUN),2016.7.3
16.04,1.0,-,159,Ajkler Eszter,97,MATE - GEAC,CE1,Székesfehérvár (HUN),2016.9.17
16.14,1.0,29,160,Kareczki Réka,99,Reménység Vác,CE,Budapest (HUN),2016.6.19
16.2,-0.3,-,161,Tani Zsanett,96,BHSE,F,Zalaegerszeg (HUN),2016.6.11
16.45,1.0,30,162,Kovács Vivien,91,Reménység Vác,CE1,Székesfehérvár (HUN),2016.9.17
16.64,-1.2,-,163,Tani Zsanett,96,BHSE,F,Szombathely (HUN),2016.6.25
16.65,0.8,31,164,Veres Fanni,98,Békési DAC,CE2,Székesfehérvár (HUN),2016.9.17
16.8,-2.3,-,165,Tani Zsanett,96,BHSE,H,Szombathely (HUN),2016.6.25
16.88,0.0,32,166,Nagy Anna,93,Egri Sportiskola SE,F,Debrecen (HUN),2016.5.15
16.93,-0.7,-,167,Tani Zsanett,96,BHSE,F2,Székesfehérvár (HUN),2016.9.11
16.96,1.2,33,168,Lukács Erika,86,,CE2,Bécs (AUT),2016.8.27
16.99,0.0,34,169,Mórocz Boglárka,0,MAFC,F,Debrecen (HUN),2016.5.15
17.25,0.8,35,170,Kovács Emma,98,MATE - GEAC,CE2,Székesfehérvár (HUN),2016.9.17
17.28,0.8,36,171,Urbán Kitti,98,BHSE,CE2,Székesfehérvár (HUN),2016.9.17
13.1,1.1,1,1,Kozák Luca,96,DSC-SI,F2,Székesfehérvár (HUN),2017.7.04
13.1,1.1,1,1,Kerekes Gréta,92,DSC-SI,F2,Székesfehérvár (HUN),2017.7.04
13.13,1.6,-,3,Kerekes Gréta,92,DSC-SI,F,Székesfehérvár (HUN),2017.6.1
13.15,2.0,-,4,Kerekes Gréta,92,DSC-SI,F1,Miskolc (HUN),2017.5.14
13.15,-1.4,-,4,Kerekes Gréta,92,DSC-SI,H1,London (GBR),2017.8.11
13.17,2.0,-,6,Kerekes Gréta,92,DSC-SI,F1,Tel Aviv (ISR),2017.6.25
13.17,-0.9,-,6,Kozák Luca,96,DSC-SI,H2,London (GBR),2017.8.11
13.18,0.9,-,8,Kozák Luca,96,DSC-SI,F,Budapest (HUN),2017.6.03
13.19,-1.3,-,9,Kozák Luca,96,DSC-SI,F,Taipei (TPE),2017.8.26
13.2,0.8,-,10,Kerekes Gréta,92,DSC-SI,F2,Linz (AUT),2017.5.25
13.21,0.5,-,11,Kerekes Gréta,92,DSC-SI,F,Joensuu (FIN),2017.7.12
13.27,1.6,3,12,Sorok Klaudia,98,Győri Atlétikai Club,F,Székesfehérvár (HUN),2017.6.1
13.29,0.0,-,13,Kozák Luca,96,DSC-SI,F,Budapest (HUN),2017.9.02
13.3,2.0,-,14,Kozák Luca,96,DSC-SI,F1,Miskolc (HUN),2017.5.14
13.3,1.1,-,14,Sorok Klaudia,98,Győri Atlétikai Club,F2,Székesfehérvár (HUN),2017.7.04
13.31,0.3,-,16,Kozák Luca,96,DSC-SI,F,Budapest (HUN),2017.6.17
13.31,0.8,-,16,Kozák Luca,96,DSC-SI,SF1,Bydgoszcz (POL),2017.7.14
13.33,-0.1,-,18,Kerekes Gréta,92,DSC-SI,F,Budapest (HUN),2017.6.3
13.33,0.0,-,18,Kozák Luca,96,DSC-SI,H1,Veszprém (HUN),2017.7.22
13.34,0.0,-,20,Kozák Luca,96,DSC-SI,F,Veszprém (HUN),2017.7.22
13.35,0.3,4,21,Répási Petra,96,MATE - GEAC,F,Budapest (HUN),2017.6.17
13.37,0.0,-,22,Répási Petra,96,MATE - GEAC,F,Veszprém (HUN),2017.7.22
13.38,-2.5,-,23,Kozák Luca,96,DSC-SI,SF1,Taipei (TPE),2017.8.26
13.38,-1.3,-,23,Kerekes Gréta,92,DSC-SI,F,Taipei (TPE),2017.8.26
13.39,0.0,-,25,Kerekes Gréta,92,DSC-SI,H2,Linz (AUT),2017.5.25
13.39,1.6,-,25,Répási Petra,96,MATE - GEAC,F,Székesfehérvár (HUN),2017.6.1
13.39,0.5,-,25,Kerekes Gréta,92,DSC-SI,H2,Joensuu (FIN),2017.7.12
13.39,0.5,-,25,Kozák Luca,96,DSC-SI,H4,Bydgoszcz (POL),2017.7.14
13.4,0.4,-,29,Sorok Klaudia,98,Győri Atlétikai Club,H1,Budapest (HUN),2017.6.03
13.41,-0.1,-,30,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2017.6.3
13.41,0.0,-,30,Kerekes Gréta,92,DSC-SI,F,Budapest (HUN),2017.9.02
13.47,-0.7,5,32,Juhász Lilla,93,Haladás VSE,H3,"Lexington, KY (USA)",2017.5.26
13.47,-0.9,-,32,Kerekes Gréta,92,DSC-SI,F2,Velenje (SLO),2017.6.2
13.47,-0.1,-,32,Kerekes Gréta,92,DSC-SI,H,Budapest (HUN),2017.6.3
13.48,1.2,-,35,Sorok Klaudia,98,Győri Atlétikai Club,H1,Székesfehérvár (HUN),2017.6.1
13.5,-0.9,-,36,Kerekes Gréta,92,DSC-SI,H2,Taipei (TPE),2017.8.25
13.51,1.1,-,37,Répási Petra,96,MATE - GEAC,F2,Székesfehérvár (HUN),2017.7.04
13.52,1.2,-,38,Kerekes Gréta,92,DSC-SI,H2,Székesfehérvár (HUN),2017.6.1
13.52,1.2,-,38,Répási Petra,96,MATE - GEAC,H1,Székesfehérvár (HUN),2017.6.1
13.53,0.9,-,40,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2017.6.03
13.53,1.1,-,40,Répási Petra,96,MATE - GEAC,H3,Bydgoszcz (POL),2017.7.14
13.53,0.3,-,40,Répási Petra,96,MATE - GEAC,SF2,Bydgoszcz (POL),2017.7.14
13.53,-2.2,-,40,Kerekes Gréta,92,DSC-SI,F1,Székesfehérvár (HUN),2017.9.1
13.54,0.0,-,44,Kozák Luca,96,DSC-SI,H2,Budapest (HUN),2017.6.03
13.55,-0.1,-,45,Sorok Klaudia,98,Győri Atlétikai Club,H,Budapest (HUN),2017.6.3
13.56,1.2,-,46,Juhász Lilla,93,Haladás VSE,F2,Columbia (USA),2017.4.15
13.58,0.0,-,47,Répási Petra,96,MATE - GEAC,H1,Veszprém (HUN),2017.7.22
13.62,0.1,6,48,Krizsán Xénia,93,MTK Budapest,CE,Budapest (HUN),2017.6.3
13.63,-1.8,-,49,Kerekes Gréta,92,DSC-SI,SF2,Taipei (TPE),2017.8.26
13.64,1.9,-,50,Juhász Lilla,93,Haladás VSE,F1,High Point (USA),2017.4.01
13.66,0.3,-,51,Juhász Lilla,93,Haladás VSE,F,"Buies Creek, NC (USA)",2017.4.08
13.69,0.9,-,52,Répási Petra,96,MATE - GEAC,F,Budapest (HUN),2017.6.03
13.7,-0.3,-,53,Krizsán Xénia,93,MTK Budapest,CE2,London (GBR),2017.8.05
13.72,-0.7,-,54,Krizsán Xénia,93,MTK Budapest,CE3,Götzis (AUT),2017.5.27
13.72,-2.3,-,54,Sorok Klaudia,98,Győri Atlétikai Club,SF1,Grosseto (ITA),2017.7.21
13.72,0.1,-,54,Sorok Klaudia,98,Győri Atlétikai Club,F,Grosseto (ITA),2017.7.22
13.72,0.0,-,54,Krizsán Xénia,93,MTK Budapest,F,Budapest (HUN),2017.9.02
13.73,2.0,-,58,Répási Petra,96,MATE - GEAC,F1,Miskolc (HUN),2017.5.14
13.73,-0.9,-,58,Sorok Klaudia,98,Győri Atlétikai Club,F2,Velenje (SLO),2017.6.2
13.73,-1.8,-,58,Kozák Luca,96,DSC-SI,H1,Taipei (TPE),2017.8.25
13.76,-0.5,-,61,Krizsán Xénia,93,MTK Budapest,CE2,Talence (FRA),2017.9.16
13.78,,-,62,Répási Petra,96,MATE - GEAC,F,Miskolc (HUN),2017.5.27
13.79,0.4,-,63,Répási Petra,96,MATE - GEAC,H1,Budapest (HUN),2017.6.03
13.79,0.1,7,63,Zsivoczky-Farkas Györgyi,85,BHSE,CE,Budapest (HUN),2017.6.3
13.79,0.0,-,63,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2017.9.02
13.82,-2.2,-,66,Kozák Luca,96,DSC-SI,F1,Székesfehérvár (HUN),2017.9.1
13.88,-0.5,-,67,Sorok Klaudia,98,Győri Atlétikai Club,H2,Grosseto (ITA),2017.7.21
13.91,,-,68,Répási Petra,96,MATE - GEAC,H,Miskolc (HUN),2017.5.27
13.91,-0.4,-,68,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2017.8.26
13.94,0.0,-,70,Zsivoczky-Farkas Györgyi,85,BHSE,F,Budapest (HUN),2017.9.02
13.98,-0.2,-,71,Zsivoczky-Farkas Györgyi,85,BHSE,CE1,Talence (FRA),2017.9.16
13.99,-0.9,-,72,Juhász Lilla,93,Haladás VSE,F1,Jacksonville (USA),2017.3.24
14.05,-0.3,-,73,Zsivoczky-Farkas Györgyi,85,BHSE,CE2,London (GBR),2017.8.05
14.11,-1.3,-,74,Juhász Lilla,93,Haladás VSE,H1,Charleston (USA),2017.5.11
14.12,0.9,8,75,Szűcs Noémi,97,HÓDIÁK SE,F,Budapest (HUN),2017.6.03
14.17,0.0,9,76,Edőcs Fanni,98,Miskolci Sportiskola,H2,Budapest (HUN),2017.6.03
14.18,1.6,-,77,Edőcs Fanni,98,Miskolci Sportiskola,F,Székesfehérvár (HUN),2017.6.1
14.18,-2.2,-,77,Zsivoczky-Farkas Györgyi,85,BHSE,F1,Székesfehérvár (HUN),2017.9.1
14.2,0.7,-,79,Sorok Klaudia,98,Győri Atlétikai Club,F,Budapest (HUN),2017.8.18
14.22,0.0,-,80,Zsivoczky-Farkas Györgyi,85,BHSE,H1,Veszprém (HUN),2017.7.22
14.22,-2.2,-,80,Répási Petra,96,MATE - GEAC,F1,Székesfehérvár (HUN),2017.9.1
14.23,0.9,-,82,Edőcs Fanni,98,Miskolci Sportiskola,F,Budapest (HUN),2017.6.03
14.23,0.3,-,82,Szűcs Noémi,97,HÓDIÁK SE,F,Budapest (HUN),2017.6.17
14.34,0.3,10,84,Sier Zsófia,95,BSC,F,Budapest (HUN),2017.6.17
14.37,0.0,-,85,Szűcs Noémi,97,HÓDIÁK SE,H2,Budapest (HUN),2017.6.03
14.39,1.2,11,86,Hári Anna,97,ZALASZÁM-ZAC,H2,Székesfehérvár (HUN),2017.6.1
14.41,0.3,-,87,Hári Anna,97,ZALASZÁM-ZAC,F,Budapest (HUN),2017.6.17
14.44,1.6,-,88,Hári Anna,97,ZALASZÁM-ZAC,F,Székesfehérvár (HUN),2017.6.1
14.46,0.1,-,89,Hári Anna,97,ZALASZÁM-ZAC,F,Székesfehérvár (HUN),2017.5.28
14.49,1.6,-,90,Sier Zsófia,95,BSC,F,Székesfehérvár (HUN),2017.6.1
14.49,0.1,-,90,Szűcs Noémi,97,HÓDIÁK SE,CE,Budapest (HUN),2017.6.3
14.53,1.2,-,92,Edőcs Fanni,98,Miskolci Sportiskola,H2,Székesfehérvár (HUN),2017.6.1
14.53,1.2,-,92,Sier Zsófia,95,BSC,H1,Székesfehérvár (HUN),2017.6.1
14.55,0.1,-,94,Edőcs Fanni,98,Miskolci Sportiskola,F,Székesfehérvár (HUN),2017.5.28
14.64,1.8,12,95,Bacsa Fanni,1,Miskolci Sportiskola,F2,Miskolc (HUN),2017.5.14
14.64,1.8,-,95,Edőcs Fanni,98,Miskolci Sportiskola,F2,Miskolc (HUN),2017.5.14
14.72,-0.1,-,97,Edőcs Fanni,98,Miskolci Sportiskola,H4,Grosseto (ITA),2017.7.21
