Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
20:05.92,1,1,Helebrandt Máté,89,NYSC,F,Budapest (HUN),2016.2.2
20:16.47,2,2,Venyercsán Bence,96,BHSE,F,Budapest (HUN),2016.2.2
21:59.53,3,3,Kovács Soma,97,Miskolci Sportiskola,F,Budapest (HUN),2016.2.2
22:26.30,-,4,Kovács Soma,97,Miskolci Sportiskola,F,Budapest (HUN),2016.2.13
22:41.73,4,5,Sárossi Bálint,0,TSC-Geotech,F,Budapest (HUN),2016.2.13
26:39.57,5,6,Horváth Dániel,0,DSC-SI,F,Budapest (HUN),2016.2.13
28:50.65,6,7,Dani Péter,0,BEAC,F,Budapest (HUN),2016.2.13
29:15.79,7,8,Dani András,0,BEAC,F,Budapest (HUN),2016.2.13
20:25.82,1,1,Venyercsán Bence,96,BHSE,F,Budapest (HUN),2017.2.18
21:58.17,2,2,Kovács Soma,97,Miskolci Sportiskola,F,Budapest (HUN),2017.2.18
24:17.90,3,3,Gál Vencel,1,Miskolci Sportiskola,F,Budapest (HUN),2017.2.11
25:26.94,4,4,Varga Dávid,1,Miskolci Sportiskola,F,Budapest (HUN),2017.2.11
25:46.30,5,5,Horváth Dániel,0,DSC-SI,F,Budapest (HUN),2017.2.11
32:13.52,6,6,Nyerges Balázs,1,Hunyadi DSE,F,Budapest (HUN),2017.2.11
20:28.15,1,1,Venyercsán Bence,96,BHSE,F,Budapest (HUN),2018.2.17
21:39.56,2,2,Tokodi Dávid,91,FTC,F,Budapest (HUN),2018.2.17
21:58.07,3,3,Kovács Soma,97,Miskolci Sportiskola,F,Budapest (HUN),2018.2.17
23:00.97,4,4,Varga Máté,2,Hunyadi DSE,F,Budapest (HUN),2018.2.17
23:14.02,-,5,Varga Máté,2,Hunyadi DSE,F2,Budapest (HUN),2018.2.1
24:08.76,5,6,Gál Vencel,1,Miskolci Sportiskola,F,Budapest (HUN),2018.2.17
24:24.27,-,7,Gál Vencel,1,Miskolci Sportiskola,F2,Budapest (HUN),2018.2.1
24:31.29,6,8,Varga Dávid,1,Miskolci Sportiskola,F,Budapest (HUN),2018.2.17
24:37.19,-,9,Varga Dávid,1,Miskolci Sportiskola,F2,Budapest (HUN),2018.2.1
25:19.30,7,10,Nyerges Balázs,1,Hunyadi DSE,F2,Budapest (HUN),2018.2.1
26:01.14,8,11,Horváth Dániel,0,DSC-SI,F1,Budapest (HUN),2018.2.1
28:25.39,9,12,Baranya Balázs,2,BHSE,F2,Budapest (HUN),2018.2.1
31:12.77,10,13,Soltész Benjamin,0,Hunyadi DSE,F1,Budapest (HUN),2018.2.1
20:35.09,1,1,Srp Miklós,93,BHSE,F1,Budapest (HUN),2019.2.16
21:21.57,2,2,Tokodi Dávid,91,FTC,F1,Budapest (HUN),2019.2.16
22:45.25,3,3,Tóth Norbert,1,Hunyadi DSE,F1,Budapest (HUN),2019.2.16
23:02.67,4,4,Varga Máté,2,Hunyadi DSE,F1,Budapest (HUN),2019.2.16
23:21.43,-,5,Varga Máté,2,Hunyadi DSE,F1,Budapest (HUN),2019.2.09
23:27.82,5,6,Gál Vencel,1,Miskolci Sportiskola,F1,Budapest (HUN),2019.2.16
23:31.32,-,7,Tóth Norbert,1,Hunyadi DSE,F1,Budapest (HUN),2019.2.09
23:39.97,6,8,Nyerges Balázs,1,Hunyadi DSE,F1,Budapest (HUN),2019.2.09
23:46.93,7,9,Varga Dávid,1,Miskolci Sportiskola,F1,Budapest (HUN),2019.2.16
24:04.10,8,10,Gonda Levente,3,BHSE,F1,Budapest (HUN),2019.2.09
24:15.82,-,11,Gál Vencel,1,Miskolci Sportiskola,F1,Budapest (HUN),2019.2.09
24:25.67,-,12,Varga Dávid,1,Miskolci Sportiskola,F1,Budapest (HUN),2019.2.09
26:28.57,9,13,Bánk Leon,3,Miskolci Sportiskola,F1,Budapest (HUN),2019.2.09
30:30.04,10,14,Soltész Benjamin,0,Hunyadi DSE,F1,Budapest (HUN),2019.2.09
19:51.95,1,1,Venyercsán Bence,96,BHSE,F1,Budapest (HUN),2020.2.22
20:47.54,2,2,Srp Miklós,93,BHSE,F1,Budapest (HUN),2020.2.22
