Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
3:38.85,1,1,MATE - GEAC,F1,Nyíregyháza (HUN),2024.2.18
3:45.28,2,2,BHSE,F1,Nyíregyháza (HUN),2024.2.18
3:46.35,3,3,SVSE,F1,Nyíregyháza (HUN),2024.2.18
3:49.02,4,4,A-Plast Ikarus BSE,F1,Nyíregyháza (HUN),2024.2.18
3:50.28,5,5,Vasas,F2,Nyíregyháza (HUN),2024.2.18
3:58.94,6,6,BEAC,F2,Nyíregyháza (HUN),2024.2.18
4:06.76,7,7,ZALASZÁM-ZAC,F2,Nyíregyháza (HUN),2024.2.18
