Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
11.61,1.4,1,1,Kaptur Éva,87,MATE - GEAC,F,Székesfehérvár (HUN),2016.7.29
11.65,1.0,-,2,Kaptur Éva,87,MATE - GEAC,F1,Budapest (HUN),2016.6.18
11.65,1.4,2,2,Nguyen Anasztázia,93,MTK Budapest,F,Székesfehérvár (HUN),2016.7.29
11.66,-1.0,-,4,Nguyen Anasztázia,93,MTK Budapest,H3,Amsterdam (NED),2016.7.07
11.68,1.0,-,5,Nguyen Anasztázia,93,MTK Budapest,F1,Budapest (HUN),2016.6.18
11.7,-1.4,-,6,Nguyen Anasztázia,93,MTK Budapest,F,Miskolc (HUN),2016.5.28
11.71,1.2,-,7,Nguyen Anasztázia,93,MTK Budapest,F,Miskolc (HUN),2016.7.01
11.74,-0.2,-,8,Nguyen Anasztázia,93,MTK Budapest,F1,Šamorín (SVK),2016.6.04
11.74,0.8,3,8,Schmelcz Vivien,92,TFSE,F,Budapest (HUN),2016.7.22
11.76,1.0,4,10,Csóti Jusztina,98,ZALASZÁM-ZAC,F1,Budapest (HUN),2016.6.18
11.76,0.8,-,10,Kaptur Éva,87,MATE - GEAC,F,Budapest (HUN),2016.7.22
11.77,1.8,-,12,Schmelcz Vivien,92,TFSE,H1,Budapest (HUN),2016.7.22
11.78,-0.2,-,13,Nguyen Anasztázia,93,MTK Budapest,H1,Budapest (HUN),2016.6.18
11.78,1.4,-,13,Kaptur Éva,87,MATE - GEAC,H1,Székesfehérvár (HUN),2016.7.29
11.79,1.2,-,15,Kaptur Éva,87,MATE - GEAC,F,Miskolc (HUN),2016.7.01
11.8,0.5,-,16,Csóti Jusztina,98,ZALASZÁM-ZAC,F,Budapest (HUN),2016.9.03
11.81,-0.5,-,17,Nguyen Anasztázia,93,MTK Budapest,F1,Szekszárd (HUN),2016.5.14
11.81,1.4,-,17,Nguyen Anasztázia,93,MTK Budapest,H2,Székesfehérvár (HUN),2016.7.29
11.83,1.4,-,19,Csóti Jusztina,98,ZALASZÁM-ZAC,F,Székesfehérvár (HUN),2016.7.29
11.83,0.5,-,19,Kaptur Éva,87,MATE - GEAC,F,Budapest (HUN),2016.9.03
11.84,1.2,5,21,Kozák Luca,96,DSC-SI,H2,Debrecen (HUN),2016.6.04
11.86,-1.0,-,22,Kaptur Éva,87,MATE - GEAC,F,Miskolc (HUN),2016.5.28
11.86,1.4,-,22,Schmelcz Vivien,92,TFSE,F,Székesfehérvár (HUN),2016.7.29
11.86,1.4,-,22,Schmelcz Vivien,92,TFSE,H1,Székesfehérvár (HUN),2016.7.29
11.87,0.6,-,25,Kaptur Éva,87,MATE - GEAC,F1,Debrecen (HUN),2016.5.14
11.87,0.3,-,25,Kozák Luca,96,DSC-SI,F1,Debrecen (HUN),2016.6.04
11.88,-1.8,-,27,Nguyen Anasztázia,93,MTK Budapest,H1,Miskolc (HUN),2016.5.28
11.88,1.1,-,27,Csóti Jusztina,98,ZALASZÁM-ZAC,H5,Budapest (HUN),2016.6.18
11.88,-0.2,-,27,Csóti Jusztina,98,ZALASZÁM-ZAC,F,Miskolc (HUN),2016.7.01
11.9,0.7,-,30,Kaptur Éva,87,MATE - GEAC,H2,Budapest (HUN),2016.7.22
11.91,-0.5,-,31,Schmelcz Vivien,92,TFSE,F1,Szekszárd (HUN),2016.5.14
11.92,0.5,-,32,Csóti Jusztina,98,ZALASZÁM-ZAC,F1,Veszprém (HUN),2016.6.12
11.94,0.8,-,33,Csóti Jusztina,98,ZALASZÁM-ZAC,H1,Veszprém (HUN),2016.6.12
11.96,-1.6,-,34,Nguyen Anasztázia,93,MTK Budapest,F3,Genève (SUI),2016.6.11
11.96,-0.6,-,34,Csóti Jusztina,98,ZALASZÁM-ZAC,H2,Szombathely (HUN),2016.6.25
11.96,-1.6,-,34,Csóti Jusztina,98,ZALASZÁM-ZAC,H1,Bydgoszcz (POL),2016.7.2
11.97,1.7,6,37,Bánhidi-Farkas Petra,99,UTE,F2,Budapest (HUN),2016.6.18
11.97,-0.5,-,37,Csóti Jusztina,98,ZALASZÁM-ZAC,F,Szombathely (HUN),2016.6.25
11.98,-1.3,-,39,Csóti Jusztina,98,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2016.9.1
11.99,0.6,7,40,Kerekes Gréta,92,DSC-SI,F1,Debrecen (HUN),2016.5.14
11.99,0.6,7,40,Komiszár Kriszta,92,MATE - GEAC,H7,Budapest (HUN),2016.6.18
11.99,0.5,-,40,Nguyen Anasztázia,93,MTK Budapest,F,Budapest (HUN),2016.9.03
12.0,-1.0,-,43,Kaptur Éva,87,MATE - GEAC,H1,Miskolc (HUN),2016.5.28
12.01,0.4,9,44,Furulyás Lili,0,UTE,F,Brno (CZE),2016.6.11
12.02,0.3,-,45,Komiszár Kriszta,92,MATE - GEAC,F1,Debrecen (HUN),2016.6.04
12.02,-1.6,-,45,Kaptur Éva,87,MATE - GEAC,F3,Genève (SUI),2016.6.11
