Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
2:40.20,1,1,Felber Balázs,1,VEDAC,F,Trnava (SVK),2016.9.24
2:40.36,2,2,Apáti Bence,1,Békéscsabai AC,F3,Székesfehérvár (HUN),2016.9.1
2:40.53,3,3,Nagy Dániel,99,A-Plast Ikarus BSE,F,Szekszárd (HUN),2016.8.28
2:42.14,-,4,Felber Balázs,1,VEDAC,F3,Székesfehérvár (HUN),2016.9.1
2:46.11,4,5,Bodó Barnabás,1,ARAK,F,Trnava (SVK),2016.9.24
2:46.64,-,6,Bodó Barnabás,1,ARAK,F3,Székesfehérvár (HUN),2016.9.1
2:46.86,5,7,Zsetnyai Ákos,2,VEDAC,F3,Székesfehérvár (HUN),2016.9.1
2:49.01,6,8,Várteleki Richárd,1,DOVASE,F3,Székesfehérvár (HUN),2016.9.1
2:49.48,7,9,Szőke Balázs,1,DSC-SI,F3,Székesfehérvár (HUN),2016.9.1
2:49.49,8,10,Kovács Balázs,0,A-Plast Ikarus BSE,F,Szekszárd (HUN),2016.8.28
2:50.50,9,11,Markó Péter,2,Győri Atlétikai Club,F3,Székesfehérvár (HUN),2016.9.1
2:50.86,10,12,Szalai Marcell,99,A-Plast Ikarus BSE,F,Szekszárd (HUN),2016.8.28
2:51.28,11,13,Sós Barnabás,2,DSC-SI,F2,Székesfehérvár (HUN),2016.9.1
2:51.78,12,14,Schein Péter,2,Miskolci Sportiskola,F1,Székesfehérvár (HUN),2016.9.1
2:52.35,13,15,Nagy Gergő,1,Titán TC,F3,Székesfehérvár (HUN),2016.9.1
2:52.74,14,16,Lengyel Gábor,1,BEAC,F2,Székesfehérvár (HUN),2016.9.1
2:53.62,15,17,Simon Balázs,2,BEAC,F1,Székesfehérvár (HUN),2016.9.1
2:53.93,16,18,Szabó Ádám,3,Békéscsabai AC,F1,Székesfehérvár (HUN),2016.9.1
2:54.34,17,19,Varga Benedek,1,ARAK,F2,Székesfehérvár (HUN),2016.9.1
2:54.68,18,20,Borók Boldizsár,1,A-Plast Ikarus BSE,F3,Székesfehérvár (HUN),2016.9.1
2:55.25,19,21,Krisztián Bence,1,FTC,F1,Székesfehérvár (HUN),2016.9.1
2:55.61,20,22,Deák Bence,1,Győri Atlétikai Club,F3,Székesfehérvár (HUN),2016.9.1
2:56.87,21,23,Rókus Gellért,1,TSC-Geotech,F1,Székesfehérvár (HUN),2016.9.1
2:57.76,22,24,Takács Bertalan,2,A-Plast Ikarus BSE,F2,Székesfehérvár (HUN),2016.9.1
2:57.81,23,25,Háder Olivér,1,TSC-Geotech,F2,Székesfehérvár (HUN),2016.9.1
2:59.53,24,26,Szőllősy Áron,3,Egri Sportiskola SE,F1,Székesfehérvár (HUN),2016.9.1
3:00.17,25,27,Barbat-Lőrincz Dániel,1,Békéscsabai AC,F1,Székesfehérvár (HUN),2016.9.1
3:00.20,26,28,Pintér-Horváth Mátyás,3,Győri Atlétikai Club,F2,Székesfehérvár (HUN),2016.9.1
3:00.56,27,29,Tömpe Jakab,2,Miskolci Sportiskola,F3,Székesfehérvár (HUN),2016.9.1
3:01.01,28,30,Nattán Márk,2,FTC,F2,Székesfehérvár (HUN),2016.9.1
3:02.32,29,31,Gergácz Bence,2,KSI SE,F2,Székesfehérvár (HUN),2016.9.1
3:02.83,30,32,Farkas Balázs,2,Miskolci Sportiskola,F2,Székesfehérvár (HUN),2016.9.1
3:03.26,31,33,Baranyai Kristóf,3,A-Plast Ikarus BSE,F2,Székesfehérvár (HUN),2016.9.1
3:03.29,32,34,Sajben Bálint,2,Békéscsabai AC,F3,Székesfehérvár (HUN),2016.9.1
3:04.44,33,35,Fodor Marcell,1,BEAC,F1,Székesfehérvár (HUN),2016.9.1
3:05.00,34,36,Ritecz Kristóf,2,ZALASZÁM-ZAC,F2,Székesfehérvár (HUN),2016.9.1
3:05.08,35,37,Németh Mihály,3,Szombathelyi SI,F1,Székesfehérvár (HUN),2016.9.1
3:05.82,36,38,Szarvas Vilmos,1,VEDAC,F3,Székesfehérvár (HUN),2016.9.1
3:06.86,37,39,Nagy Bence,0,A-Plast Ikarus BSE,F,Szekszárd (HUN),2016.8.28
3:08.13,38,40,Tóth Márton,3,VEDAC,F1,Székesfehérvár (HUN),2016.9.1
3:08.93,39,41,Bárány Adorján,1,KSI SE,F1,Székesfehérvár (HUN),2016.9.1
3:09.82,40,42,Strijk Barnabás,3,DOVASE,F2,Székesfehérvár (HUN),2016.9.1
3:13.03,41,43,Andricz Martin,3,PSN - Pécsi Sportiskola,F2,Székesfehérvár (HUN),2016.9.1
3:13.40,42,44,Játékos Ádám,2,TSC-Geotech,F1,Székesfehérvár (HUN),2016.9.1
