Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
3:32.39,-,50,MATE - GEAC,F1,Debrecen (HUN),2022.9.18
3:32.70,-,51,ARAK UP Akadémia,F1,Kecskemét (HUN),2022.5.07
3:32.94,-,52,KSI SE,F1,Miskolc (HUN),2022.7.1
3:33.63,30,53,BEAC,F1,Kecskemét (HUN),2022.5.07
3:33.86,-,54,Győri Atlétikai Club,F1,Kecskemét (HUN),2022.5.07
3:34.18,31,55,POSTÁS SE,F1,Miskolc (HUN),2022.5.15
3:34.39,-,56,BEAC,F2,Miskolc (HUN),2022.5.15
3:34.50,-,57,POSTÁS SE,F1,Kecskemét (HUN),2022.5.07
3:35.00,-,58,BEAC,F2,Debrecen (HUN),2022.9.18
3:35.40,32,59,Veresegyház VSK,F1,Kecskemét (HUN),2022.5.07
3:35.50,33,60,SVSE B,F1,Győr (HUN),2022.5.15
3:36.75,-,61,VSD,F1,Kecskemét (HUN),2022.5.07
3:36.94,-,62,SVSE B,F1,Debrecen (HUN),2022.9.18
3:40.18,34,63,NYSC,F1,Kecskemét (HUN),2022.5.07
3:42.65,35,64,Szekszárdi Sportközpont A,F1,Győr (HUN),2022.5.15
3:43.02,-,65,DVTK,F2,Debrecen (HUN),2022.9.18
3:43.90,36,66,Keszthely VDSE,F1,Győr (HUN),2022.5.15
3:45.51,37,67,Békési DAC,F1,Miskolc (HUN),2022.5.15
3:58.73,38,68,Szekszárdi Sportközpont,F1,Győr (HUN),2022.5.15
4:27.93,39,69,Csömöri havasok,F1,Miskolc (HUN),2022.5.15
3:15.49,1,1,UTE,F1,Kecskemét (HUN),2023.9.03
3:16.50,2,2,Ikarus BSE A,F2,Budapest (HUN),2023.9.1
3:17.88,-,3,UTE,F1,Budapest (HUN),2023.7.07
3:18.35,3,4,Békéscsabai AC,F2,Budapest (HUN),2023.9.1
3:20.88,4,5,FTC,F2,Budapest (HUN),2023.9.1
3:20.95,-,6,UTE,F2,Budapest (HUN),2023.9.1
3:21.15,5,7,Vasas,F2,Budapest (HUN),2023.9.1
3:21.51,-,8,Vasas,F1,Budapest (HUN),2023.7.07
3:22.35,6,9,MATE - GEAC 'A',F2,Budapest (HUN),2023.9.1
3:22.70,-,10,Vasas,F1,Kecskemét (HUN),2023.9.03
3:26.05,7,11,TFSE,F1,Budapest (HUN),2023.9.1
3:26.13,8,12,Győri Atlétikai Club - 1.,F1,Budapest (HUN),2023.9.1
3:27.13,9,13,SVSE,F1,Kecskemét (HUN),2023.9.03
3:27.89,10,14,PVSK,F2,Budapest (HUN),2023.9.1
3:28.32,11,15,MATE - GEAC,F1,Budapest (HUN),2023.5.07
3:28.60,12,16,Győri Atlétikai Club,F1,Budapest (HUN),2023.7.07
3:29.73,13,17,Ikarus BSE,F1,Budapest (HUN),2023.7.07
3:30.07,-,18,SVSE,F1,Budapest (HUN),2023.7.07
3:30.09,14,19,TSC-Geotech,F2,Budapest (HUN),2023.9.1
3:30.58,15,20,MATE - GEAC 'B',F1,Budapest (HUN),2023.9.1
3:31.58,16,21,ARAK UP Akadémia,F2,Budapest (HUN),2023.9.1
3:32.43,-,22,Vasas,F1,Budapest (HUN),2023.9.1
3:33.55,-,23,ARAK UP Akadémia,F1,Budapest (HUN),2023.5.07
3:33.80,17,24,Csepeli DAC,F2,Budapest (HUN),2023.9.1
3:35.03,-,25,MATE - GEAC,F1,Győr (HUN),2023.6.25
3:35.51,-,26,Győri Atlétikai Club,F1,Győr (HUN),2023.6.25
3:37.03,-,27,ARAK UP Akadémia,F1,Budapest (HUN),2023.9.1
3:37.03,18,27,SVSE B,F1,Budapest (HUN),2023.9.1
3:37.13,19,29,Ikarus BSE B,F1,Budapest (HUN),2023.9.1
3:37.45,20,30,SZVSE,F2,Budapest (HUN),2023.9.1
3:38.02,-,31,Csepeli DAC,F1,Budapest (HUN),2023.7.07
3:38.95,21,32,POSTÁS SE,F1,Budapest (HUN),2023.9.1
3:39.68,22,33,Margitszigeti AC,F1,Budapest (HUN),2023.9.1
3:40.84,23,34,ZALASZÁM-ZAC,F1,Budapest (HUN),2023.7.07
3:41.44,24,35,Salgótarjáni AC,F1,Budapest (HUN),2023.7.07
3:42.24,-,36,Győri Atlétikai Club,F1,Budapest (HUN),2023.5.07
3:42.68,-,37,ZALASZÁM-ZAC,F2,Budapest (HUN),2023.9.1
3:42.74,-,38,ZALASZÁM-ZAC,F1,Budapest (HUN),2023.5.07
3:43.79,25,39,Haladás VSE,F1,Budapest (HUN),2023.9.1
3:44.46,26,40,DVTK,F2,Budapest (HUN),2023.9.1
3:48.98,27,41,Szekszárdi Sportközpont,F1,Budapest (HUN),2023.9.1
3:52.51,28,42,Keszthely VDSE,F1,Budapest (HUN),2023.9.1
3:52.93,29,43,Békési DAC,F1,Budapest (HUN),2023.9.1
3:56.57,30,44,RKSK,F1,Budapest (HUN),2023.5.07
3:57.22,31,45,Győri Atlétikai Club - 2.,F1,Budapest (HUN),2023.9.1
3:59.32,32,46,Tamási TAM - BAU AC,F2,Budapest (HUN),2023.9.1
4:04.06,33,47,Csömöri Havasok,F2,Budapest (HUN),2023.9.1
4:10.76,34,48,Csömöri Legendák,F1,Budapest (HUN),2023.9.1
3:07.43,1,1,HUN,F1,Budapest (HUN),2024.5.12
3:10.72,2,2,UTE,F1,Budapest (HUN),2024.6.3
3:11.12,3,3,MATE - GEAC,F1,Budapest (HUN),2024.6.3
3:18.50,-,4,UTE,F1,Kaposvár (HUN),2024.5.18
3:21.11,4,5,Győri Atlétikai Club,F1,Budapest (HUN),2024.6.3
3:21.51,5,6,SVSE,F1,Budapest (HUN),2024.6.3
3:23.66,-,7,SVSE,F1,Kaposvár (HUN),2024.5.18
3:23.90,-,8,UTE,F1,Szolnok (HUN),2024.7.28
3:24.63,-,9,MATE - GEAC,F1,Kaposvár (HUN),2024.5.18
3:25.51,-,10,UTE,F1,Kaposvár (HUN),2024.5.18
3:26.60,-,11,MATE - GEAC,F1,Szolnok (HUN),2024.7.28
3:26.92,6,12,INT,F1,Budapest (HUN),2024.5.12
3:27.16,-,13,Győri Atlétikai Club,F1,Kaposvár (HUN),2024.5.18
3:28.54,7,14,A-Plast Ikarus BSE,F1,Kaposvár (HUN),2024.5.18
3:28.60,8,15,ARAK,F1,Kaposvár (HUN),2024.5.18
3:29.27,9,16,VSD,F1,Kaposvár (HUN),2024.5.18
3:35.72,10,17,ZALASZÁM-ZAC,F1,Kaposvár (HUN),2024.5.18
3:36.61,11,18,Szekszárdi Sportközpont,F1,Kaposvár (HUN),2024.5.18
3:37.39,12,19,Csepel TC,F1,Budapest (HUN),2024.6.3
3:47.07,-,20,Győri Atlétikai Club,F1,Szolnok (HUN),2024.7.28
