Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
40.61,1,1,Szolnoki MÁV SE,F,Székesfehérvár (HUN),2016.7.29
41.37,2,2,Hungary U20,F,Miskolc (HUN),2016.7.01
41.66,3,3,Hungary U23,F,Maribor (SLO),2016.7.15
41.7,4,4,GEAC-Ikarus BSE,F2,Debrecen (HUN),2016.5.14
41.7,4,4,Bp. Honvéd SE,F,Székesfehérvár (HUN),2016.7.29
41.86,6,6,ARAK UP Akadémia U20,F,Budapest (HUN),2016.5.21
41.89,7,7,Haladás VSE,F,Székesfehérvár (HUN),2016.7.29
41.99,8,8,Pannónia Príma A,F1,Szekszárd (HUN),2016.5.14
42.15,9,9,Konok Kunok,F2,Debrecen (HUN),2016.5.14
42.18,10,10,Viharsarok,F1,Debrecen (HUN),2016.5.14
42.19,-,11,Konok Kunok,F2,Székesfehérvár (HUN),2016.9.1
42.31,11,12,Zalaszám-ZAC,F,Székesfehérvár (HUN),2016.7.29
42.35,12,13,Haladás VSE U23,F,Szombathely (HUN),2016.6.25
42.36,-,14,GEAC-Ikarus BSE,F1,Székesfehérvár (HUN),2016.9.1
42.39,13,15,Pannónia Príma,F1,Székesfehérvár (HUN),2016.9.1
42.4,14,16,Szolnoki MÁV SE U23,F,Szombathely (HUN),2016.6.25
42.48,15,17,BHSE-KSI SE,F1,Debrecen (HUN),2016.5.14
42.49,16,18,Pannonia Príma B,F2,Szekszárd (HUN),2016.5.14
42.54,-,19,BHSE-KSI SE,F1,Székesfehérvár (HUN),2016.9.1
42.61,17,20,TE,F,Miskolc (HUN),2016.5.28
42.7,18,21,DSC-SI - NYSC,F1,Debrecen (HUN),2016.5.14
42.79,19,22,Bp. Honvéd SE U20,F,Budapest (HUN),2016.5.21
42.8,20,23,Pannon Duo,F1,Székesfehérvár (HUN),2016.9.1
42.83,21,24,Zalaszám-ZAC U20,F,Budapest (HUN),2016.5.21
42.89,22,25,FTC B,F2,Debrecen (HUN),2016.5.14
42.9,23,26,NYME,F,Miskolc (HUN),2016.5.28
42.94,24,27,Haladás VSE U20,F,Budapest (HUN),2016.5.21
42.96,-,28,Pannon Duo,F1,Szekszárd (HUN),2016.5.14
43.22,25,29,Bakony-Balaton Team,F2,Szekszárd (HUN),2016.5.14
43.33,26,30,UTE-MTK,F1,Székesfehérvár (HUN),2016.9.1
43.48,27,31,Dunamentiek,F1,Debrecen (HUN),2016.5.14
43.6,-,32,DSC-SI - NYSC,F1,Székesfehérvár (HUN),2016.9.1
43.72,28,33,VASAS-TFSE,F1,Szekszárd (HUN),2016.5.14
43.75,-,34,Pannonia Príma B,F2,Székesfehérvár (HUN),2016.9.1
43.94,29,35,Egri Sportiskola SE U20,F,Budapest (HUN),2016.5.21
44.01,30,36,FTC A,F2,Debrecen (HUN),2016.5.14
44.05,31,37,Dunakeszi VSE U18,F,Budapest (HUN),2016.5.21
44.13,32,38,PTE,F,Miskolc (HUN),2016.5.28
44.24,33,39,MVSI-Tiszaújvárosi SC,F2,Debrecen (HUN),2016.5.14
44.31,34,40,Bp. Honvéd SE U23,F,Szombathely (HUN),2016.6.25
44.46,35,41,Ikarus BSE U18,H1,Budapest (HUN),2016.5.21
44.66,36,42,Vasas U18,F,Budapest (HUN),2016.5.21
44.67,-,43,VASAS-TFSE,F2,Székesfehérvár (HUN),2016.9.1
44.85,37,44,NYSC U18,H2,Budapest (HUN),2016.5.21
44.88,-,45,Dunakeszi VSE U18,H1,Budapest (HUN),2016.5.21
44.89,-,46,NYSC U18,F,Budapest (HUN),2016.5.21
44.92,38,47,Mecsekalja,F2,Szekszárd (HUN),2016.5.14
44.94,-,48,Vasas U18,H2,Budapest (HUN),2016.5.21
45.08,39,49,TSC-Geotech U18,H2,Budapest (HUN),2016.5.21
45.1,-,50,Dunamentiek,F2,Székesfehérvár (HUN),2016.9.1
45.17,-,51,TSC-Geotech U18,F,Budapest (HUN),2016.5.21
45.2,40,52,BO-KA,F2,Székesfehérvár (HUN),2016.9.1
45.3,41,53,Budaörsi SC,F1,Szekszárd (HUN),2016.5.14
45.33,-,54,BO-KA,F2,Szekszárd (HUN),2016.5.14
45.6,42,55,Szekszárd-Mohács,F1,Szekszárd (HUN),2016.5.14
45.6,42,55,Vasas U16,F,Budapest (HUN),2016.5.21
46.03,44,57,Hungary U16,F,Trnava (SVK),2016.9.24
46.06,45,58,SZTE,F,Miskolc (HUN),2016.5.28
46.08,-,59,Ikarus BSE U18,F,Budapest (HUN),2016.5.21
46.1,-,60,Vasas U16,H2,Budapest (HUN),2016.5.21
46.19,46,61,UTE U18,H2,Budapest (HUN),2016.5.21
46.24,47,62,FTC U18,H1,Budapest (HUN),2016.5.21
46.36,48,63,ARAK UP Akadémia U16,F,Budapest (HUN),2016.5.21
46.44,49,64,Békési DAC,F1,Debrecen (HUN),2016.5.14
46.51,-,65,UTE U18,F,Budapest (HUN),2016.5.21
46.71,-,66,ARAK UP Akadémia U16,H1,Budapest (HUN),2016.5.21
46.93,-,67,ARAK UP Akadémia U16,F1,Székesfehérvár (HUN),2016.9.1
47.09,50,68,KSI SE U16,F1,Székesfehérvár (HUN),2016.9.1
47.18,51,69,Keszthelyi VDSE U16,H1,Budapest (HUN),2016.5.21
47.32,52,70,Albertirsai SE U18,F,Budapest (HUN),2016.5.21
47.45,53,71,MAFC,F2,Debrecen (HUN),2016.5.14
47.58,54,72,NYSC U16,F,Budapest (HUN),2016.5.21
47.61,55,73,UTE U16,F,Budapest (HUN),2016.5.21
47.75,-,74,UTE U16,H2,Budapest (HUN),2016.5.21
47.78,56,75,Szekszárdi SK Nkft. U16,F2,Székesfehérvár (HUN),2016.9.1
47.82,57,76,Szolnoki SC-SI U16,F,Budapest (HUN),2016.5.21
47.83,-,77,NYSC U16,F1,Székesfehérvár (HUN),2016.9.1
48.02,58,78,TSC-Geotech U16,F1,Székesfehérvár (HUN),2016.9.1
48.06,-,79,Szolnoki SC-SI U16,H2,Budapest (HUN),2016.5.21
48.23,-,80,Albertirsai SE U18,H1,Budapest (HUN),2016.5.21
48.28,59,81,Németh Pál Dobóakadémia,F2,Szekszárd (HUN),2016.5.14
48.31,60,82,Szombathelyi SI U16,F2,Székesfehérvár (HUN),2016.9.1
48.39,-,83,NYSC U16,H2,Budapest (HUN),2016.5.21
48.43,61,84,Zalaszám-ZAC U16,H2,Budapest (HUN),2016.5.21
48.44,62,85,Keszthelyi VDSE,F2,Szekszárd (HUN),2016.5.14
48.44,-,85,Zalaszám-ZAC U16,F,Budapest (HUN),2016.5.21
48.44,62,85,DSC-SI U16,F1,Székesfehérvár (HUN),2016.9.1
48.51,64,88,Bp. Honvéd SE U16,F1,Székesfehérvár (HUN),2016.9.1
48.75,-,89,UTE U16,F2,Székesfehérvár (HUN),2016.9.1
49.2,65,90,FTC U16,F2,Székesfehérvár (HUN),2016.9.1
49.25,66,91,Reménység Vác U16,F2,Székesfehérvár (HUN),2016.9.1
49.43,-,92,FTC U16,F,Budapest (HUN),2016.5.21
50.07,-,93,Zalaszám-ZAC U16,F2,Székesfehérvár (HUN),2016.9.1
50.4,-,94,FTC U16,H1,Budapest (HUN),2016.5.21
50.51,67,95,Dunakeszi VSE U16,H1,Budapest (HUN),2016.5.21
50.83,68,96,Ikarus BSE U16,H1,Budapest (HUN),2016.5.21
39.97,1,1,Hungary,F1,Tel Aviv (ISR),2017.6.24
40.04,2,2,Hungary U23,H2,Bydgoszcz (POL),2017.7.16
40.41,-,3,Hungary,F,Debrecen (HUN),2017.5.2
40.78,-,4,Hungary,F,Budapest (HUN),2017.6.3
41.1,3,5,Hungary U20,H2,Grosseto (ITA),2017.7.23
41.28,4,6,Hungary B,F,Debrecen (HUN),2017.5.2
41.46,-,7,Hungary U20,F,Trnava (SVK),2017.7.06
41.53,5,8,ARAK UP Akadémia,F,Székesfehérvár (HUN),2017.6.09
41.62,6,9,Zalaszám-ZAC,F,Székesfehérvár (HUN),2017.6.09
41.71,7,10,Pannónia Príma A,F1,Szekszárd (HUN),2017.5.13
41.83,8,11,Haladás VSE,F,Székesfehérvár (HUN),2017.6.09
41.86,9,12,Bp. Honvéd SE,F,Székesfehérvár (HUN),2017.6.09
41.92,10,13,Konok Kunok,F1,Székesfehérvár (HUN),2017.9.09
41.99,11,14,Bp. Honvéd SE B,F1,Miskolc (HUN),2017.5.13
42.02,-,15,Pannónia Príma A,F2,Székesfehérvár (HUN),2017.9.09
42.07,12,16,Pannon Duo,F2,Székesfehérvár (HUN),2017.9.09
42.07,12,16,Viharsarok,F2,Székesfehérvár (HUN),2017.9.09
42.24,-,18,Viharsarok,F2,Miskolc (HUN),2017.5.13
42.41,-,19,Bp. Honvéd SE,F2,Székesfehérvár (HUN),2017.9.09
42.43,-,20,Bp. Honvéd SE B,F1,Székesfehérvár (HUN),2017.9.09
42.55,-,21,Bp. Honvéd SE,F2,Miskolc (HUN),2017.5.13
42.59,14,22,Pannonia Príma B,F2,Szekszárd (HUN),2017.5.13
42.64,-,23,Pannonia Príma B,F1,Székesfehérvár (HUN),2017.9.09
42.74,15,24,FTC A,F2,Miskolc (HUN),2017.5.13
42.75,-,25,Pannon Duo,F1,Szekszárd (HUN),2017.5.13
42.76,-,26,FTC A,F2,Székesfehérvár (HUN),2017.9.09
42.92,16,27,SavArra,F1,Szekszárd (HUN),2017.5.13
42.95,-,28,Konok Kunok,F2,Miskolc (HUN),2017.5.13
43.04,17,29,GEAC-Ikarus BSE,F2,Miskolc (HUN),2017.5.13
