Eredmény,A.h.,Er.h.,Csapat,Típus,Helyszín,Dátum
43.09,18,30,ARAK UP Akadémia U23,F,Budapest (HUN),2017.6.17
43.18,19,31,Ikarus BSE U20,F,Budapest (HUN),2017.9.16
43.19,20,32,NYSC,F,Székesfehérvár (HUN),2017.6.09
43.29,21,33,GEAC-BEAC-IKARUS,F2,Székesfehérvár (HUN),2017.9.09
43.32,-,34,Bp. Honvéd SE B,F,Székesfehérvár (HUN),2017.6.09
43.34,22,35,Vasas U18,F,Budapest (HUN),2017.9.16
43.54,23,36,NYSC U18,F,Budapest (HUN),2017.9.16
43.55,24,37,Dunamentiek,F2,Miskolc (HUN),2017.5.13
43.56,25,38,DSC-SI - NYSC,F2,Miskolc (HUN),2017.5.13
43.57,26,39,ELTE,F,Miskolc (HUN),2017.5.27
43.71,-,40,Vasas U18,H2,Budapest (HUN),2017.9.16
43.77,27,41,Szolnoki MÁV SE U23,F,Budapest (HUN),2017.6.17
43.8,28,42,Székesfehérvár - Tóparti Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
44.08,-,43,SavArra,F2,Székesfehérvár (HUN),2017.9.09
44.15,29,44,Szekszárd-Mohács,F2,Szekszárd (HUN),2017.5.13
44.16,30,45,Zalaszám-ZAC U20,F,Budapest (HUN),2017.9.16
44.38,31,46,Hungary U16,F,Varazdin (CRO),2017.9.3
44.46,32,47,FTC B,F1,Miskolc (HUN),2017.5.13
44.47,33,48,MVSI-Tiszaújvárosi SC,F1,Miskolc (HUN),2017.5.13
44.54,34,49,VASAS-TFSE,F1,Szekszárd (HUN),2017.5.13
44.57,35,50,Keszthely VDSE U20,F,Budapest (HUN),2017.9.16
44.59,36,51,Bonyhád Petőfi Sándor Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
44.61,37,52,Haladás VSE U23,F,Budapest (HUN),2017.6.17
44.61,-,52,NYSC U18,H2,Budapest (HUN),2017.9.16
44.63,38,54,Keszthelyi VDSE,F2,Szekszárd (HUN),2017.5.13
44.7,39,55,Budapest XIII. Berzsenyi D. Gimn.,F1,Székesfehérvár (HUN),2017.5.27
44.79,40,56,Szolnoki SC-SI U18,H2,Budapest (HUN),2017.9.16
44.8,41,57,UTE-MTK,F1,Szekszárd (HUN),2017.5.13
44.84,-,58,FTC B,F1,Székesfehérvár (HUN),2017.9.09
44.84,42,58,Bp. Honvéd SE U18,H1,Budapest (HUN),2017.9.16
44.88,43,60,BO-KA,F1,Szekszárd (HUN),2017.5.13
44.9,-,61,UTE-MTK,F2,Székesfehérvár (HUN),2017.9.09
44.93,44,62,AC Bonyhád U18,F,Budapest (HUN),2017.9.16
44.97,45,63,Dunakeszi VSE U20,F,Budapest (HUN),2017.9.16
44.99,46,64,PTE,F,Miskolc (HUN),2017.5.27
45.11,47,65,Vác - Boronkay MSZKI,F1,Székesfehérvár (HUN),2017.5.27
45.28,48,66,DOVASE U20,F,Budapest (HUN),2017.9.16
45.3,49,67,Salgótarján Madách Imre Gimn. és Szki.,F1,Székesfehérvár (HUN),2017.5.27
45.38,-,68,AC Bonyhád U18,H1,Budapest (HUN),2017.9.16
45.42,50,69,Nyíregyháza Vasvári Pál Gimnázium,F2,Székesfehérvár (HUN),2017.5.27
45.56,51,70,Zalaegerszeg Csány SZKI,F2,Székesfehérvár (HUN),2017.5.27
45.68,52,71,Bp. Honvéd SE U16,F,Budapest (HUN),2017.9.16
45.7,53,72,ARAK UP Akadémia U18,F,Budapest (HUN),2017.9.16
45.71,-,73,ARAK UP Akadémia U18,H1,Budapest (HUN),2017.9.16
45.83,54,74,Szekszárdi SK Nkft. U18,F,Budapest (HUN),2017.9.16
45.86,55,75,Vasas U16,F,Budapest (HUN),2017.9.16
45.87,56,76,Székesfehérvár Ciszterci Szent István Gimnázium,F2,Székesfehérvár (HUN),2017.5.27
45.94,57,77,Dunakeszi VSE U16,F,Budapest (HUN),2017.9.16
46.04,-,78,Szekszárdi SK Nkft. U18,H2,Budapest (HUN),2017.9.16
46.08,58,79,Budapest Leövey Klára Gimnázium és Szakközépiskola,F2,Székesfehérvár (HUN),2017.5.27
46.08,58,79,Szolnoki Széchenyi István Gimnázium,F1,Székesfehérvár (HUN),2017.5.27
46.21,-,81,Szekszárd-Mohács,F2,Szekszárd (HUN),2017.5.13
46.23,60,82,FTC U18,H1,Budapest (HUN),2017.9.16
46.3,-,83,Bp. Honvéd SE U16,F2,Székesfehérvár (HUN),2017.9.09
46.32,61,84,Békési DAC,F1,Miskolc (HUN),2017.5.13
46.39,-,85,Bp. Honvéd SE U16,H1,Budapest (HUN),2017.9.16
46.52,62,86,Tiszafüred Kossuth Lajos Gimnázium,F2,Székesfehérvár (HUN),2017.5.27
46.7,63,87,Mecsekalja,F2,Szekszárd (HUN),2017.5.13
46.74,-,88,Dunakeszi VSE U16,H1,Budapest (HUN),2017.9.16
46.89,64,89,VEDAC U16,F2,Székesfehérvár (HUN),2017.9.09
47.03,65,90,Szombathelyi SI U16,F,Budapest (HUN),2017.9.16
47.05,66,91,Ócsa SE U16,F,Budapest (HUN),2017.9.16
47.06,67,92,FTC U16,F,Budapest (HUN),2017.9.16
47.07,-,93,Dunakeszi VSE U16,F1,Székesfehérvár (HUN),2017.9.09
47.09,68,94,Dunakeszi VSE U18,H1,Budapest (HUN),2017.9.16
47.12,-,95,Vasas U16,H1,Budapest (HUN),2017.9.16
47.34,69,96,KSI SE U16,F1,Székesfehérvár (HUN),2017.9.09
47.41,-,97,Ócsa SE U16,H2,Budapest (HUN),2017.9.16
47.64,70,98,Ócsai Halászy Károly Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
47.74,-,99,FTC U16,H1,Budapest (HUN),2017.9.16
47.84,-,100,Szombathelyi SI U16,H2,Budapest (HUN),2017.9.16
47.84,71,100,UTE U18,H2,Budapest (HUN),2017.9.16
47.86,72,102,Egri SSE U16,F,Budapest (HUN),2017.9.16
48.0,-,103,Egri SSE U16,F1,Székesfehérvár (HUN),2017.9.09
48.32,73,104,Gyulai Dürer Albert Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
48.32,-,104,Egri SSE U16,H1,Budapest (HUN),2017.9.16
48.4,74,106,Egri Kemény Ferenc Sportiskolai Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
48.46,75,107,ARAK UP Akadémia U16,H1,Budapest (HUN),2017.9.16
48.47,76,108,Zalaszám-ZAC U16,H2,Budapest (HUN),2017.9.16
48.51,-,109,ARAK UP Akadémia U16,F,Budapest (HUN),2017.9.16
48.71,-,110,Szombathelyi SI U16,F1,Székesfehérvár (HUN),2017.9.09
49.16,77,111,Csepeli DAC U14,F,Budapest (HUN),2017.9.16
49.36,78,112,Tatabánya Dózsakerti Váci Mihály Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
49.36,78,112,Záhonyi Árpád Vezér Általános Iskola,F,Székesfehérvár (HUN),2017.5.25
49.37,80,114,Ikarus BSE U16,F2,Székesfehérvár (HUN),2017.9.09
49.48,-,115,Ikarus BSE U16,H2,Budapest (HUN),2017.9.16
49.92,-,116,FTC U16,F2,Székesfehérvár (HUN),2017.9.09
50.38,81,117,Szekszárdi Sportközpont Nkft. U14,F,Budapest (HUN),2017.9.16
50.8,-,118,Zalaszám-ZAC U16,F1,Székesfehérvár (HUN),2017.9.09
50.95,82,119,Szekszárdi SK Nkft. U16,F1,Székesfehérvár (HUN),2017.9.09
50.97,-,120,Hungary U23,F,Bydgoszcz (POL),2017.7.16
40.54,1,1,Hungary U23,F,Kraków (POL),2018.7.08
40.84,2,2,férfi U20 válogatott,H1,Tampere (FIN),2018.7.13
41.12,3,3,"Bp. Honvéd SE ""A""",F2,Miskolc (HUN),2018.5.12
41.18,-,4,"Bp. Honvéd SE ""A""",F1,Székesfehérvár (HUN),2018.6.22
41.62,4,5,Hungary U20,F,Vyskov (CZE),2018.6.16
41.66,5,6,Szolnoki MÁV-SE,F2,Miskolc (HUN),2018.5.12
41.72,-,7,Szolnoki MÁV-SE,F1,Székesfehérvár (HUN),2018.6.22
42.11,6,8,Pannónia Príma B,F2,Zalaegerszeg (HUN),2018.5.12
42.12,7,9,Pannon Duó,F1,Zalaegerszeg (HUN),2018.5.12
42.15,8,10,"FTC ""A""",F1,Székesfehérvár (HUN),2018.9.08
42.16,9,11,ZALASZÁM-ZAC,F1,Székesfehérvár (HUN),2018.6.22
42.21,10,12,Haladás VSE,F1,Székesfehérvár (HUN),2018.6.22
42.32,-,13,Szolnoki MÁV-SE,F1,Székesfehérvár (HUN),2018.9.08
42.34,11,14,Pannónia Príma A,F1,Zalaegerszeg (HUN),2018.5.12
42.43,12,15,Bp. Honvéd SE,F1,Miskolc (HUN),2018.6.09
42.53,13,16,"Bp. Honvéd SE ""B""",F1,Miskolc (HUN),2018.5.12
42.57,14,17,"BHSE ""A""",F1,Székesfehérvár (HUN),2018.9.08
42.59,15,18,"Pannónia Príma ""A""",F2,Székesfehérvár (HUN),2018.9.08
42.6,16,19,GEAC-IKARUS,F1,Székesfehérvár (HUN),2018.9.08
42.99,17,20,FTC,F1,Miskolc (HUN),2018.6.09
43.13,18,21,DSC-SI - NYSC,F2,Miskolc (HUN),2018.5.12
43.18,19,22,BHSE,F1,Szekszárd (HUN),2018.9.15
43.19,20,23,Vasas 1,F1,Zalaegerszeg (HUN),2018.5.12
43.32,21,24,"BHSE ""B""",F2,Székesfehérvár (HUN),2018.9.08
43.35,-,25,Pannon Duó,F1,Székesfehérvár (HUN),2018.9.08
43.47,-,26,"Bp. Honvéd SE ""B""",F1,Székesfehérvár (HUN),2018.6.22
43.65,22,27,Vasas,H2,Szekszárd (HUN),2018.9.15
43.67,-,28,"FTC ""A""",F1,Zalaegerszeg (HUN),2018.5.12
43.69,23,29,GEAC,F1,Miskolc (HUN),2018.6.09
43.7,-,30,GEAC,F1,Szekszárd (HUN),2018.9.15
43.82,24,31,NYSC,F1,Szekszárd (HUN),2018.9.15
43.99,-,32,DSC-SI - NYSC,F1,Székesfehérvár (HUN),2018.9.08
44.12,25,33,Dunakeszi VSE,F1,Szekszárd (HUN),2018.9.15
44.15,26,34,MVSI,F2,Miskolc (HUN),2018.5.12
44.18,27,35,HUN,F1,Győr (HUN),2018.9.29
44.36,28,36,"FTC ""B""",F2,Zalaegerszeg (HUN),2018.5.12
44.37,29,37,Egri Sportiskola SE,F1,Miskolc (HUN),2018.5.12
44.39,30,38,KSI SE,F2,Miskolc (HUN),2018.5.12
44.39,30,38,Dunamentiek,F1,Székesfehérvár (HUN),2018.9.08
44.41,32,40,férfi válogatott,F,Ostrava (CZE),2018.6.13
44.51,-,41,"FTC ""B""",F2,Székesfehérvár (HUN),2018.9.08
44.61,33,42,DOVASE,F1,Szekszárd (HUN),2018.9.15
44.7,34,43,VEDAC,F1,Zalaegerszeg (HUN),2018.5.12
44.77,35,44,BSC,F1,Szekszárd (HUN),2018.9.15
44.91,36,45,BEAC,F1,Székesfehérvár (HUN),2018.6.22
44.93,-,46,BHSE,F1,Szekszárd (HUN),2018.9.15
45.01,37,47,UTE-MTK,F1,Zalaegerszeg (HUN),2018.5.12
45.16,38,48,SVSE,F1,Zalaegerszeg (HUN),2018.5.12
45.26,39,49,AC Bonyhád,F1,Zalaegerszeg (HUN),2018.5.12
45.32,40,50,MTK-UTE,F1,Székesfehérvár (HUN),2018.9.08
45.34,-,51,Dunakeszi VSE,H1,Szekszárd (HUN),2018.9.15
45.47,41,52,Budapest,F,Budapest (HUN),2018.6.15
45.61,42,53,Keszthely VDSE,F1,Szekszárd (HUN),2018.9.15
45.65,43,54,ARAK UP Akadémia,H1,Szekszárd (HUN),2018.9.15
45.66,-,55,AC Bonyhád,F1,Szekszárd (HUN),2018.9.15
45.78,-,56,GEAC,F1,Szekszárd (HUN),2018.9.15
45.84,-,57,BHSE,H1,Szekszárd (HUN),2018.9.15
45.85,-,58,Keszthely VDSE,F2,Zalaegerszeg (HUN),2018.5.12
45.85,-,58,AC Bonyhád,H1,Szekszárd (HUN),2018.9.15
45.91,-,60,FTC,H1,Szekszárd (HUN),2018.9.15
45.96,-,61,GEAC,H1,Szekszárd (HUN),2018.9.15
46.03,-,62,"BHSE ""A""",F1,Székesfehérvár (HUN),2018.9.08
46.06,-,63,Keszthely VDSE,H2,Szekszárd (HUN),2018.9.15
46.17,-,64,VEDAC,F1,Miskolc (HUN),2018.6.09
46.28,-,65,ARAK UP Akadémia,F1,Szekszárd (HUN),2018.9.15
46.33,44,66,MAFC,F1,Miskolc (HUN),2018.5.12
46.38,45,67,Csepeli DAC,F1,Székesfehérvár (HUN),2018.9.08
46.41,46,68,Albertirsai SE,F1,Miskolc (HUN),2018.5.12
46.84,-,69,Albertirsai SE,F1,Szekszárd (HUN),2018.9.15
46.86,47,70,UTE,F1,Szekszárd (HUN),2018.9.15
46.92,-,71,ARAK UP Akadémia,F1,Székesfehérvár (HUN),2018.9.08
46.95,48,72,Szekszárdi Sportközpont Nkft.,F2,Zalaegerszeg (HUN),2018.5.12
47.05,49,73,Psn Zrt,H1,Szekszárd (HUN),2018.9.15
47.17,-,74,Psn Zrt,F1,Szekszárd (HUN),2018.9.15
47.48,50,75,Szombathelyi SI,F1,Szekszárd (HUN),2018.9.15
47.52,-,76,Szombathelyi SI,H2,Szekszárd (HUN),2018.9.15
47.58,-,77,UTE,H2,Szekszárd (HUN),2018.9.15
47.6,51,78,Békési DAC,F1,Miskolc (HUN),2018.5.12
47.62,-,79,ZALASZÁM-ZAC,H2,Szekszárd (HUN),2018.9.15
47.77,-,80,ZALASZÁM-ZAC,F1,Szekszárd (HUN),2018.9.15
47.93,-,81,AC Bonyhád,F2,Zalaegerszeg (HUN),2018.5.12
47.99,52,82,Ikarus BSE,F1,Székesfehérvár (HUN),2018.9.08
48.89,-,83,Dunakeszi VSE,F1,Szekszárd (HUN),2018.9.15
48.9,53,84,Szolnoki SC-SI,H2,Szekszárd (HUN),2018.9.15
49.0,-,85,Szekszárdi Sportközpont Nkft.,H2,Szekszárd (HUN),2018.9.15
49.05,-,86,Psn Zrt,F1,Székesfehérvár (HUN),2018.9.08
49.24,-,87,Szolnoki SC-SI,F1,Szekszárd (HUN),2018.9.15
49.29,-,88,Dunakeszi VSE,H1,Szekszárd (HUN),2018.9.15
49.32,-,89,Szekszárdi Sportközpont Nkft.,F1,Szekszárd (HUN),2018.9.15
49.43,-,90,Egri Sportiskola SE,H1,Szekszárd (HUN),2018.9.15
49.5,54,91,Békéscsabai AC,F1,Székesfehérvár (HUN),2018.9.08
49.54,-,92,SVSE,F2,Székesfehérvár (HUN),2018.9.08
49.63,-,93,VEDAC,H2,Szekszárd (HUN),2018.9.15
49.78,-,94,Szombathelyi SI,F2,Székesfehérvár (HUN),2018.9.08
49.84,-,95,Egri Sportiskola SE,F1,Szekszárd (HUN),2018.9.15
50.37,-,96,VEDAC,F1,Székesfehérvár (HUN),2018.9.08
50.5,-,97,NYSC,F2,Székesfehérvár (HUN),2018.9.08
50.53,-,98,UTE,F1,Szekszárd (HUN),2018.9.15
50.57,-,99,KSI SE,F1,Szekszárd (HUN),2018.9.15
50.79,55,100,Győri Atlétikai Club,F2,Székesfehérvár (HUN),2018.9.08
50.93,-,101,KSI SE,H1,Szekszárd (HUN),2018.9.15
50.97,-,102,Albertirsai SE,F2,Székesfehérvár (HUN),2018.9.08
51.18,-,103,Szekszárdi Sportközpont Nkft.,F1,Szekszárd (HUN),2018.9.15
51.29,-,104,"BHSE ""A""",H1,Szekszárd (HUN),2018.9.15
51.37,-,105,UTE,H2,Szekszárd (HUN),2018.9.15
51.96,-,106,Szekszárdi Sportközpont Nkft.,H1,Szekszárd (HUN),2018.9.15
52.04,56,107,TSC-Geotech,F1,Szekszárd (HUN),2018.9.15
52.39,-,108,Ikarus BSE,F1,Szekszárd (HUN),2018.9.15
52.42,-,109,TSC-Geotech,H3,Szekszárd (HUN),2018.9.15
52.54,-,110,Ikarus BSE,H1,Szekszárd (HUN),2018.9.15
53.62,-,111,ZALASZÁM-ZAC,H2,Szekszárd (HUN),2018.9.15
53.77,-,112,Vasas,F1,Szekszárd (HUN),2018.9.15
54.14,-,113,ARAK UP Akadémia,H1,Szekszárd (HUN),2018.9.15
55.7,-,114,UTE,H2,Szekszárd (HUN),2018.9.15
55.77,-,115,UTE,F1,Szekszárd (HUN),2018.9.15
56.8,57,116,Reménység Vác,H1,Szekszárd (HUN),2018.9.15
40.96,1,1,Szolnoki MÁV-SE,F1,Budapest (HUN),2019.7.27
41.12,-,2,Szolnoki MÁV-SE,F2,Miskolc (HUN),2019.5.11
41.26,-,3,Szolnoki MÁV-SE,F2,Székesfehérvár (HUN),2019.9.07
41.67,2,4,"BHSE ""A""",F1,Budapest (HUN),2019.7.27
41.82,3,5,U23 válogatott,F1,Győr (HUN),2019.7.07
41.86,4,6,ZALASZÁM-ZAC,F1,Budapest (HUN),2019.7.27
41.99,5,7,BHSE,F2,Miskolc (HUN),2019.5.11
42.02,6,8,GEAC-IKARUS,F1,Székesfehérvár (HUN),2019.9.07
42.08,7,9,Válogatott,F1,Zalaegerszeg (HUN),2019.6.01
42.19,8,10,FTC,F1,Budapest (HUN),2019.7.27
42.24,9,11,U20 Válogatott,F1,Zalaegerszeg (HUN),2019.6.01
42.26,-,12,U23 válogatott,F1,Budapest (HUN),2019.6.22
42.35,10,13,U20 válogatott,F1,Budapest (HUN),2019.6.22
42.39,11,14,ARAK UP Akadémia,F2,Győr (HUN),2019.5.11
42.41,12,15,"BHSE ""B""",F1,Székesfehérvár (HUN),2019.9.07
42.56,13,16,"Pannónia Príma ""A""",F2,Székesfehérvár (HUN),2019.9.07
42.69,14,17,"Pannónia Príma ""B""",F1,Győr (HUN),2019.5.11
42.72,-,18,"BHSE ""A""",F1,Székesfehérvár (HUN),2019.9.07
42.83,15,19,"FTC ""A""",F1,Székesfehérvár (HUN),2019.9.07
42.89,-,20,"BHSE ""A""",F1,Zalaegerszeg (HUN),2019.6.02
42.91,16,21,Vasas,F1,Zalaegerszeg (HUN),2019.6.02
42.91,16,21,Horn-Bercsényi DSE,F1,Budapest (HUN),2019.7.27
42.94,-,23,"FTC ""A""",F2,Győr (HUN),2019.5.11
42.97,18,24,PSN - DOVASE,F1,Győr (HUN),2019.5.11
