Eredmény,Szél,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
11.57,0.0,-,76,Kraicsovits Boglárka,8,Artemisz DSE,F1,Nyíregyháza (HUN),2024.2.24
11.57,NWI,-,76,Abiwu-Türk Bettina,82,NYSC,F1,Budapest (HUN),2024.3.02
11.57,+1.4,-,76,Abiwu-Türk Bettina,82,NYSC,F1,Székesfehérvár (HUN),2024.6.14
11.56,-0.1,18,79,Kóródi Réka,7,Szolnoki SC-SI,F1,Budapest (HUN),2024.6.02
11.56,+1.1,-,79,Erdős Veronika,8,Szolnoki SC-SI,F1,Budapest (HUN),2024.6.02
11.55,-1.2,-,81,Kraicsovits Boglárka,8,Artemisz DSE,F1,Budapest (HUN),2024.5.12
11.55,-0.1,-,81,Francisco-Lucas Laura,6,FTC,F1,Budapest (HUN),2024.6.29
11.52,+1.4,-,83,Kóródi Réka,7,Szolnoki SC-SI,F1,Nyíregyháza (HUN),2024.6.09
11.52,-0.7,-,83,Erdős Veronika,8,Szolnoki SC-SI,F,Pöstyén (SVK),2024.7.05
11.51,0.0,-,85,Francisco-Lucas Laura,6,FTC,F1,Nyíregyháza (HUN),2024.1.2
11.48,0.0,19,86,Hargitai Vanda,97,KARC,F1,Budapest (HUN),2024.1.28
11.48,0.0,-,86,Langmár Kata,6,ARAK,F1,Budapest (HUN),2024.2.04
11.43,+1.1,20,88,Nyilasi Dorina,6,UTE,F1,Budapest (HUN),2024.7.13
11.42,+1.4,-,89,Nyilasi Dorina,6,UTE,F1,Nyíregyháza (HUN),2024.6.09
11.42,-0.5,-,89,Varga Zita,8,KARC,F1,Székesfehérvár (HUN),2024.6.15
11.4,0.0,-,91,Rőczei Gréta,4,DVTK,F1,Budapest (HUN),2024.2.04
11.4,+0.9,-,91,Varga Zita,8,KARC,F1,Kecskemét (HUN),2024.7.14
11.39,0.0,-,93,Abiwu-Türk Bettina,82,NYSC,F1,Nyíregyháza (HUN),2024.1.27
11.36,0.0,-,94,Abiwu-Türk Bettina,82,NYSC,F1,Nyíregyháza (HUN),2024.1.2
11.36,0.0,21,94,Székely Liliána,7,III. kerület TVE,F1,Nyíregyháza (HUN),2024.2.24
11.36,+0.1,-,94,Rőczei Gréta,4,DVTK,F1,Budapest (HUN),2024.6.02
11.35,-0.4,-,97,Abiwu-Türk Bettina,82,NYSC,F1,Budapest (HUN),2024.6.29
11.34,+1.4,22,98,Óvári Zita,84,Szolnoki MÁV-SE,F1,Nyíregyháza (HUN),2024.6.09
11.31,-0.2,-,99,Kóródi Réka,7,Szolnoki SC-SI,F1,Székesfehérvár (HUN),2024.6.15
11.26,0.0,23,100,Molnár Viktória,7,TSC-Geotech,F1,Budapest (HUN),2024.1.28
11.24,0.0,-,101,Székely Liliána,7,III. kerület TVE,F1,Budapest (HUN),2024.2.04
11.23,+0.6,-,102,Nyilasi Dorina,6,UTE,F1,Szolnok (HUN),2024.7.27
11.22,0.0,-,103,Kóródi Réka,7,Szolnoki SC-SI,F1,Nyíregyháza (HUN),2024.2.24
11.2,+0.3,-,104,Nyilasi Dorina,6,UTE,F1,Budapest (HUN),2024.6.02
11.19,+1.8,24,105,Hamvas Johanna,3,Vasas,F,Veszprém (HUN),2024.5.12
11.19,+1.6,-,105,Nyilasi Dorina,6,UTE,F1,Székesfehérvár (HUN),2024.6.14
11.15,0.0,-,107,Székely Liliána,7,III. kerület TVE,F1,Budapest (HUN),2024.2.11
11.13,0.0,-,108,Kóródi Réka,7,Szolnoki SC-SI,F1,Budapest (HUN),2024.1.28
11.12,0.0,-,109,Langmár Kata,6,ARAK,F1,Nyíregyháza (HUN),2024.2.18
11.11,0.0,25,110,Molnár Eszter,5,A-Plast Ikarus BSE,F1,Nyíregyháza (HUN),2024.2.24
11.11,+1.6,25,110,Szirbucz Andrea,72,REAC SI SE,F1,Budapest (HUN),2024.6.02
11.1,+2.0,27,112,Csighy Adrienn,0,FTC,F1,Tatabánya (HUN),2024.7.26
11.09,0.0,-,113,Rőczei Gréta,4,DVTK,F1,Nyíregyháza (HUN),2024.1.27
11.08,0.0,-,114,Hamvas Johanna,3,Vasas,F1,Budapest (HUN),2024.1.28
11.08,0.0,-,114,Erdős Veronika,8,Szolnoki SC-SI,F1,Budapest (HUN),2024.1.28
11.07,0.0,-,116,Erdős Veronika,8,Szolnoki SC-SI,F1,Nyíregyháza (HUN),2024.1.2
11.06,0.0,28,117,Jánosi Tünde,8,VEDAC,F1,Nyíregyháza (HUN),2024.2.24
11.05,0.0,-,118,Csighy Adrienn,0,FTC,F1,Tatabánya (HUN),2024.8.23
11.02,+1.5,-,119,Kraicsovits Boglárka,8,Artemisz DSE,F1,Albertirsa (HUN),2024.5.01
11.01,0.0,29,120,Sápi Zsófia,5,NYSC,F1,Nyíregyháza (HUN),2024.1.27
11.01,0.0,-,120,Molnár Eszter,5,A-Plast Ikarus BSE,F1,Budapest (HUN),2024.2.11
11.0,0.0,-,122,Molnár Viktória,7,TSC-Geotech,F1,Budapest (HUN),2024.2.04
11.0,0.0,-,122,Nyilasi Dorina,6,UTE,F1,Budapest (HUN),2024.5.12
