Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
1:35.26,1,1,Plesz Boldizsár,99,ARAK,F,Bonyhád (HUN),2016.1.27
1:36.27,2,2,Zsuppán Balázs,3,MMAC,F3,Budapest (HUN),2016.2.07
1:37.77,3,3,Koroknai Ákos,1,Budaörsi DSE,F1,Pozsony (SVK),2016.12.12
1:39.40,4,4,Szőllősy Áron,3,Egri Sportiskola SE,F1,Budapest (HUN),2016.2.07
1:39.42,5,5,Molnár Attila,2,VEDAC,F,Bonyhád (HUN),2016.1.27
1:39.50,6,6,Vadász Zsolt,0,AC Bonyhád,F,Bonyhád (HUN),2016.1.27
1:41.29,7,7,Kiszel Gergő,3,KARC,F3,Budapest (HUN),2016.2.07
1:41.79,8,8,Marx Balázs,2,Futóbarátok,F1,Pozsony (SVK),2016.12.18
1:41.98,-,9,Vadász Zsolt,0,AC Bonyhád,F,Bonyhád (HUN),2016.1.13
1:42.51,9,10,Esküdt Mihály,3,DOVASE,F3,Budapest (HUN),2016.2.07
1:44.28,10,11,Strijk Barnabás,3,DOVASE,F3,Budapest (HUN),2016.2.07
1:45.46,11,12,Tóth Szilveszter,3,KARC,F1,Budapest (HUN),2016.2.07
1:45.83,12,13,Nagy Barnabás,2,Budaörsi DSE,F1,Pozsony (SVK),2016.12.12
1:45.90,13,14,Kovács Ferenc,4,Budaörsi DSE,F,Bonyhád (HUN),2016.2.1
1:46.36,-,15,Strijk Barnabás,3,DOVASE,F,Bonyhád (HUN),2016.1.13
1:46.86,14,16,Wunderlich Ábris,3,BEAC,F1,Budapest (HUN),2016.2.07
1:46.92,15,17,Baranyai Kristóf,3,A-Plast Ikarus BSE,F2,Budapest (HUN),2016.2.07
1:46.96,-,18,Esküdt Mihály,3,DOVASE,F,Bonyhád (HUN),2016.1.13
1:48.49,16,19,Hegedűs Kristóf,3,TSC-Geotech,F2,Budapest (HUN),2016.2.07
1:48.84,17,20,Kardos László,3,KSI SE,F3,Budapest (HUN),2016.2.07
1:51.73,18,21,Erős Áron,3,ARAK,F2,Budapest (HUN),2016.2.07
1:52.11,19,22,Varga Bálint,2,VEDAC,F,Bonyhád (HUN),2016.1.27
