Eredmény,A.h.,Er.h.,Atléta,Szül,Klub,Típus,Helyszín,Dátum
1:47.83,1,1,Vindics Balázs,94,UTE,H3,Glasgow (GBR),2024.3.01
1:48.11,-,2,Vindics Balázs,94,UTE,F3,Nyíregyháza (HUN),2024.2.18
1:49.74,2,3,Huller Dániel,1,VSD,F3,Nyíregyháza (HUN),2024.2.18
1:49.78,-,4,Vindics Balázs,94,UTE,F7,Budapest (HUN),2024.2.04
1:50.30,-,5,Vindics Balázs,94,UTE,F1,Nyíregyháza (HUN),2024.1.2
1:51.40,3,6,Kubasi János,4,SVSE,F3,Nyíregyháza (HUN),2024.2.18
1:51.98,-,7,Huller Dániel,1,VSD,F7,Budapest (HUN),2024.2.04
1:52.02,4,8,Solymári Máté,6,FTC,F3,Nyíregyháza (HUN),2024.2.18
1:52.27,5,9,Oláh Máté,3,DSC-SI,F3,Nyíregyháza (HUN),2024.2.18
1:52.31,6,10,Kasoly Benedek,0,KSI SE,F7,Budapest (HUN),2024.2.04
1:53.05,-,11,Solymári Máté,6,FTC,F7,Budapest (HUN),2024.2.04
1:53.26,7,12,Földi Gergő,5,UTE,F1,Nyíregyháza (HUN),2024.1.2
1:53.49,-,13,Solymári Máté,6,FTC,F2,Nyíregyháza (HUN),2024.2.25
1:53.81,-,14,Solymári Máté,6,FTC,F6,Budapest (HUN),2024.1.28
1:53.90,-,15,Földi Gergő,5,UTE,F2,Nyíregyháza (HUN),2024.2.25
1:53.94,8,16,Beke Dávid,7,TSC-Geotech,F2,Nyíregyháza (HUN),2024.2.18
1:54.17,-,17,Oláh Máté,3,DSC-SI,F6,Budapest (HUN),2024.2.04
1:54.19,9,18,Szabacsi Gábor,2,TSC-Geotech,F1,Nyíregyháza (HUN),2024.1.27
1:54.42,-,19,Kasoly Benedek,0,KSI SE,F3,Nyíregyháza (HUN),2024.2.18
1:54.49,-,20,Szabacsi Gábor,2,TSC-Geotech,F3,Nyíregyháza (HUN),2024.2.18
1:54.60,10,21,Zahorán Milán,5,Békéscsabai AC,F2,Nyíregyháza (HUN),2024.2.18
1:54.72,11,22,Babics Marcell,7,SVSE,F2,Nyíregyháza (HUN),2024.2.18
1:54.74,-,23,Kubasi János,4,SVSE,F4,Budapest (HUN),2024.2.1
1:54.82,12,24,Makovinyi Attila,3,Győri Atlétikai Club,F2,Nyíregyháza (HUN),2024.2.18
1:54.87,-,25,Oláh Máté,3,DSC-SI,F1,Budapest (HUN),2024.1.28
1:54.89,13,26,Palkovics Tamás,5,UTE,F6,Budapest (HUN),2024.2.04
1:55.05,-,27,Kubasi János,4,SVSE,F7,Budapest (HUN),2024.2.04
